"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"07/05/2020 18:24","Taquara - R06","Rolante","2257564","Fundacao Hospitalar De Rolante","0","0","-","0","0"
"07/05/2020 18:22","Pelotas - R21","Sao Lourenco Do Sul","2233371","Centro De Saude Sao Joao Da Reserva","0","0","-","0","0"
"07/05/2020 18:17","Cruz Alta - R12","Cruz Alta","2263823","Hospital Santa Lucia Ltda","12","3","25%","0","0"
"07/05/2020 18:16","Pelotas - R21","Piratini","2233347","Hospital De Caridade Nossa Senhora Da Conceicao Piratini","0","0","-","0","0"
"07/05/2020 18:01","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255928","Hospital Monte Alverne","0","0","-","0","0"
"07/05/2020 17:58","Erechim - R16","Marcelino Ramos","2249618","Associacao Hospitalar Marcelinense","0","0","-","0","0"
"07/05/2020 17:57","Pelotas - R21","Pelotas","2253046","Ucpel Hospital Universitario Sao Francisco De Paula","20","17","85%","0","0"
"07/05/2020 17:51","Palmeira Das Missoes - R15 R20","Tres Passos","2228726","Hospital Caridade Tres Passos","10","9","90%","0","0"
"07/05/2020 17:50","Uruguaiana - R03","Sant'ana Do Livramento","2248220","Santa Casa De Misericordia","10","7","70%","0","0"
"07/05/2020 17:49","Palmeira Das Missoes - R15 R20","Rodeio Bonito","2228734","Hospital Sao Jose Rodeio Bonito","0","0","-","0","0"
"07/05/2020 17:39","Palmeira Das Missoes - R15 R20","Alpestre","2228564","Hospital Nossa Senhora","0","0","-","0","0"
"07/05/2020 17:38","Lajeado - R29 R30","Taquari","9563873","Hospital Sao Jose","0","0","-","0","0"
"07/05/2020 17:37","Santo Angelo - R11","Sao Luiz Gonzaga","2259893","Hospital Sao Luiz Gonzaga","0","0","-","0","0"
"07/05/2020 17:36","Capao Da Canoa - R04 R05","Mostardas","2224615","Hospital Sao Luiz","0","0","-","0","0"
"07/05/2020 17:34","Passo Fundo - R17 R18 R19","Nao-me-toque","2246902","Hospital Notre Dame Julia Billiart","0","0","-","0","0"
"07/05/2020 17:29","Palmeira Das Missoes - R15 R20","Coronel Bicaco","2235382","Assoc Hosp Santo Antonio De Padua","0","0","-","0","0"
"07/05/2020 17:23","Santa Rosa - R14","Santo Cristo","2250829","Hospital De Caridade De Santo Cristo","0","0","-","0","0"
"07/05/2020 17:13","Canoas - R08","Salvador Do Sul","2227681","Hospital Sao Salvador","0","0","-","0","0"
"07/05/2020 17:13","Canoas - R08","Canoas","3626245","Hospital Pronto Socorro De Canoas Dep Nelson Marchezan","10","6","60%","0","0"
"07/05/2020 17:12","Santa Maria - R01 R02","Faxinal Do Soturno","2244101","Hospital De Caridade Sao Roque","0","0","-","0","0"
"07/05/2020 17:10","Passo Fundo - R17 R18 R19","Soledade","2246961","Hospital Frei Clemente Soledade","6","0","0%","0","0"
"07/05/2020 17:09","Bage - R22","Bage","2261995","Hospital Universitario Urcamp","0","0","-","0","0"
"07/05/2020 17:07","Santo Angelo - R11","Guarani Das Missoes","2259931","Hospital Santa Teresa Guarani Das Missoes","0","0","-","0","0"
"07/05/2020 17:02","Lajeado - R29 R30","Ilopolis","2252139","Hospital Beneficente Leonilda Brunet","0","0","-","0","0"
"07/05/2020 17:01","Palmeira Das Missoes - R15 R20","Palmitinho","2228580","Hospital Santa Terezinha Palmitinho","0","0","-","0","0"
"07/05/2020 17:00","Lajeado - R29 R30","Dois Lajeados","2241013","Hospital De Caridade Sao Roque","0","0","-","0","0"
"07/05/2020 16:57","Novo Hamburgo - R07","Estancia Velha","2707632","Hospital Municipal Getulio Vargas","0","0","-","0","0"
"07/05/2020 16:56","Palmeira Das Missoes - R15 R20","Caicara","2228548","Hospital S Roque Caicara","0","0","-","0","0"
"07/05/2020 16:54","Caxias Do Sul - R23 R24 R25 R26","Vacaria","2241048","Hospital Nossa Senhora Da Oliveira","10","9","90%","0","3"
"07/05/2020 16:54","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223538","Hospital Geral","10","7","70%","0","0"
"07/05/2020 16:51","Lajeado - R29 R30","Lajeado","2252287","Hospital Bruno Born","30","23","76.7%","9","5"
"07/05/2020 16:43","Santa Maria - R01 R02","Sao Sepe","2244322","Hospital Santo Antonio","0","0","-","0","0"
"07/05/2020 16:42","Passo Fundo - R17 R18 R19","Passo Fundo","2246996","Hospital Municipal Passo Fundo","0","0","-","0","0"
"07/05/2020 16:38","Palmeira Das Missoes - R15 R20","Frederico Westphalen","2228602","Hospital Divina Providencia Fredwest","10","4","40%","1","1"
"07/05/2020 16:37","Novo Hamburgo - R07","Ivoti","2232189","Hospital Sao Jose Ivoti","0","0","-","0","0"
"07/05/2020 16:36","Pelotas - R21","Pelotas","2253690","Clinicanp","5","1","20%","0","0"
"07/05/2020 16:28","Passo Fundo - R17 R18 R19","Casca","2246872","Hospital Santa Lucia Casca","0","0","-","0","0"
"07/05/2020 16:27","Porto Alegre - R09 R10","Porto Alegre","2265060","Hospital Cristo Redentor","47","28","59.6%","0","0"
"07/05/2020 16:26","Canoas - R08","Sapucaia Do Sul","2232162","Fundacao Hospitalar De Sapucaia Do Sul","10","10","100%","0","0"
"07/05/2020 16:23","Palmeira Das Missoes - R15 R20","Irai","2228653","Hospital N S Auxiliadora Irai","0","0","-","0","0"
"07/05/2020 16:20","Passo Fundo - R17 R18 R19","Arvorezinha","2252163","Hospital Beneficente Sao Joao Arvorezinha","0","0","-","0","0"
"07/05/2020 16:11","Santa Maria - R01 R02","Santa Maria","5922216","Hospital Casa De Saude","0","0","-","0","0"
"07/05/2020 16:10","Ijui - R13","Panambi","2254956","Hospital Panambi","0","0","-","0","0"
"07/05/2020 16:10","Bage - R22","Dom Pedrito","2262002","Hospital Sao Luiz","10","4","40%","0","0"
"07/05/2020 16:08","Passo Fundo - R17 R18 R19","David Canabarro","2246937","Hospital Sao Jose David Canabarro","0","0","-","0","0"
"07/05/2020 16:06","Canoas - R08","Triunfo","2227673","Hospital De Caridade Santa Rita","0","0","-","0","0"
"07/05/2020 16:05","Passo Fundo - R17 R18 R19","Sananduva","2246767","Hospital Sao Joao Sananduva","0","0","-","0","0"
"07/05/2020 15:59","Santa Maria - R01 R02","Sao Vicente Do Sul","2244136","Hospital De Sao Vicente Do Sul","0","0","-","0","0"
"07/05/2020 15:47","Santo Angelo - R11","Santo Angelo","2259907","Hospital Santo Angelo","10","7","70%","1","1"
"07/05/2020 15:47","Passo Fundo - R17 R18 R19","Passo Fundo","3141330","Hospital De Prontoclinicas Ltda","9","5","55.6%","2","2"
"07/05/2020 15:44","Caxias Do Sul - R23 R24 R25 R26","Bom Jesus","6011926","Hospital De Bom Jesus","0","0","-","0","0"
"07/05/2020 15:40","Santa Cruz Do Sul - R28","Rio Pardo","2792974","Hospital Regional Do Vale Do Rio Pardo","0","0","-","0","0"
"07/05/2020 15:39","Pelotas - R21","Herval","2233436","Hospital Nossa Senhora Da Gloria","0","0","-","0","0"
"07/05/2020 15:38","Porto Alegre - R09 R10","Porto Alegre","2237571","Hospital Nossa Senhora Da Conceicao Sa","69","57","82.6%","11","8"
"07/05/2020 15:35","Caxias Do Sul - R23 R24 R25 R26","Feliz","6014194","Hospital Municipal Schlater","0","0","-","0","0"
"07/05/2020 15:30","Santa Maria - R01 R02","Sao Pedro Do Sul","2244314","Hospital Municipal De Sao Pedro Do Sul","0","0","-","0","0"
"07/05/2020 15:21","Passo Fundo - R17 R18 R19","Tapera","2246783","Hospital Roque Gonzales Tapera","0","0","-","0","0"
"07/05/2020 15:18","Caxias Do Sul - R23 R24 R25 R26","Bento Goncalves","2241021","Hospital Tacchini","30","27","90%","11","6"
"07/05/2020 15:14","Palmeira Das Missoes - R15 R20","Ronda Alta","2235412","Hospital Dos Trabalhadores Atra","0","0","-","0","0"
"07/05/2020 15:14","Bage - R22","Bage","2261987","Santa Casa De Caridade De Bage","25","11","44%","0","0"
"07/05/2020 15:10","Palmeira Das Missoes - R15 R20","Trindade Do Sul","2235366","Sociedade Cultural E Beneficente Santa Rosa De Lima","0","0","-","0","0"
"07/05/2020 15:08","Santa Maria - R01 R02","Santa Maria","2244144","Hospital Da Brigada Militar De Santa Maria","0","0","-","0","0"
"07/05/2020 15:06","Passo Fundo - R17 R18 R19","Paim Filho","2247046","Hospital Santa Terezinha Paim Filho","0","0","-","0","0"
"07/05/2020 15:02","Caxias Do Sul - R23 R24 R25 R26","Carlos Barbosa","2241137","Hospital Sao Roque","0","0","-","0","0"
"07/05/2020 14:56","Santa Rosa - R14","Porto Lucena","2250810","Hospital Sao Jose Porto Lucena Rs","0","0","-","0","0"
"07/05/2020 14:53","Lajeado - R29 R30","Cruzeiro Do Sul","2252074","Hospital Sao Gabriel Arcanjo","0","0","-","0","0"
"07/05/2020 14:50","Palmeira Das Missoes - R15 R20","Sarandi","2235404","Hospital Comunitario Sarandi","0","0","-","0","0"
"07/05/2020 14:46","Palmeira Das Missoes - R15 R20","Rondinha","2235447","Hospital Padre Eugenio","0","0","-","0","0"
"07/05/2020 14:33","Santa Maria - R01 R02","Santa Maria","2244292","Hospital Sao Francisco De Assis","10","1","10%","0","0"
"07/05/2020 14:32","Santa Maria - R01 R02","Restinga Seca","2244233","Hospital De Caridade Sao Francisco","0","0","-","0","0"
"07/05/2020 14:31","Caxias Do Sul - R23 R24 R25 R26","Nova Prata","2241161","Hospital Sao Joao Batista","0","0","-","0","0"
"07/05/2020 14:27","Santa Maria - R01 R02","Santa Maria","2244306","Husm Hospital Universitario De Santa Maria","14","15","107.1%","6","2"
"07/05/2020 14:25","Porto Alegre - R09 R10","Porto Alegre","2262568","Hospital Sao Lucas Da Pucrs","59","42","71.2%","3","2"
"07/05/2020 14:25","Porto Alegre - R09 R10","Porto Alegre","2237261","Hospital Beneficencia Portuguesa","10","0","0%","0","0"
"07/05/2020 14:19","Caxias Do Sul - R23 R24 R25 R26","Farroupilha","2240335","Hospital Sao Carlos","10","6","60%","0","0"
"07/05/2020 14:18","Caxias Do Sul - R23 R24 R25 R26","Canela","2235609","Hospital De Canela","0","0","-","0","0"
"07/05/2020 14:16","Ijui - R13","Ajuricaba","2265885","Hospital Ajuricaba","0","0","-","0","0"
"07/05/2020 14:13","Porto Alegre - R09 R10","Porto Alegre","2265052","Hospital Femina","4","3","75%","0","0"
"07/05/2020 14:12","Palmeira Das Missoes - R15 R20","Chapada","2235307","Hospital Sao Jose Chapada","0","0","-","0","0"
"07/05/2020 14:11","Cachoeira Do Sul - R27","Cacapava Do Sul","2234416","Hospital De Caridade Dr Victor Lang","0","0","-","0","0"
"07/05/2020 14:09","Porto Alegre - R09 R10","Alvorada","2232081","Hospital Alvorada","0","0","-","0","0"
"07/05/2020 14:08","Novo Hamburgo - R07","Portao","2232170","Hospital De Portao","0","0","-","0","0"
"07/05/2020 14:08","Lajeado - R29 R30","Roca Sales","2252147","Sociedade Beneficente Roque Gonzales","0","0","-","0","0"
"07/05/2020 14:05","Cachoeira Do Sul - R27","Segredo","2234475","Hospital Sao Joao Evangelista","0","0","-","0","0"
"07/05/2020 14:01","Uruguaiana - R03","Sant'ana Do Livramento","5395194","Prontomed Cti Centro De Tratamento Intensivo Ltda","6","5","83.3%","0","1"
"07/05/2020 13:59","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","3356868","Hospital Unimed Caxias Do Sul","20","17","85%","3","0"
"07/05/2020 13:58","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","9728317","Hospital Unimed Unidade Materno Infantil","0","0","-","0","0"
"07/05/2020 13:51","Santa Maria - R01 R02","Agudo","2234386","Hospital Agudo","0","0","-","0","0"
"07/05/2020 13:48","Cruz Alta - R12","Ibiruba","5395674","Hospital Annes Dias","0","0","-","0","0"
"07/05/2020 13:46","Lajeado - R29 R30","Marques De Souza","2252007","Hospital Marques De Souza","0","0","-","0","0"
"07/05/2020 13:46","Ijui - R13","Santo Augusto","2261065","Hospital Bom Pastor","0","0","-","0","0"
"07/05/2020 13:45","Santa Rosa - R14","Girua","2260069","Hospital Sao Jose","0","0","-","0","0"
"07/05/2020 13:43","Cruz Alta - R12","Saldanha Marinho","2263874","Hospital Municipal Saldanha Marinho","0","0","-","0","0"
"07/05/2020 13:41","Porto Alegre - R09 R10","Porto Alegre","2237253","Irmandade Da Santa Casa De Misericordia De Porto Alegre","87","70","80.5%","0","1"
"07/05/2020 13:38","Porto Alegre - R09 R10","Porto Alegre","2693801","Associacao Hospitalar Vila Nova","20","13","65%","0","0"
"07/05/2020 13:33","Erechim - R16","Severiano De Almeida","2249499","Hospital Sao Roque","0","0","-","0","0"
"07/05/2020 13:30","Santa Rosa - R14","Horizontina","7607547","Associacao Beneficente Oswaldo Cruz De Horizontina","0","0","-","0","0"
"07/05/2020 13:27","Caxias Do Sul - R23 R24 R25 R26","Garibaldi","2257645","Hospital Sao Pedro","0","0","-","0","0"
"07/05/2020 13:23","Novo Hamburgo - R07","Sapiranga","2232154","Hospital Sapiranga","7","7","100%","0","1"
"07/05/2020 13:21","Erechim - R16","Erechim","2249472","Hospital De Caridade De Erechim","8","2","25%","0","0"
"07/05/2020 13:18","Cachoeira Do Sul - R27","Cachoeira Do Sul","2266474","Hospital De Caridade E Beneficencia","10","8","80%","1","0"
"07/05/2020 13:16","Ijui - R13","Condor","2261111","Hospital De Condor","0","0","-","0","0"
"07/05/2020 13:10","Santa Rosa - R14","Sao Paulo Das Missoes","2250713","Hospital De Caridade Sao Paulo Sao Paulo Das Missoes","0","0","-","0","0"
"07/05/2020 13:09","Novo Hamburgo - R07","Novo Hamburgo","3213943","Hospital Unimed","7","5","71.4%","1","0"
"07/05/2020 12:56","Santa Maria - R01 R02","Santa Maria","9575936","Hospital Regional De Santa Maria","10","0","0%","0","0"
"07/05/2020 12:56","Ijui - R13","Humaita","2265893","Hospital Adesco","0","0","-","0","0"
"07/05/2020 12:53","Santa Rosa - R14","Campina Das Missoes","2250802","Hospital Campina","0","0","-","0","0"
"07/05/2020 12:51","Santa Rosa - R14","Tres De Maio","2250837","Hospital Sao Vicente De Paulo","6","6","100%","0","1"
"07/05/2020 12:51","Novo Hamburgo - R07","Novo Hamburgo","2232057","Hospital Regina Novo Hamburgo","17","13","76.5%","1","1"
"07/05/2020 12:49","Erechim - R16","Getulio Vargas","2249510","Hospital Sao Roque De Getulio Vargas","0","0","-","0","0"
"07/05/2020 12:47","Cruz Alta - R12","Cruz Alta","2263858","Hospital De Caridade Sao Vicente De Paulo","10","10","100%","0","0"
"07/05/2020 12:45","Porto Alegre - R09 R10","Porto Alegre","2237849","Instituto De Cardiologia","51","23","45.1%","0","0"
"07/05/2020 12:41","Porto Alegre - R09 R10","Porto Alegre","2237598","Hospital Divina Providencia","12","13","108.3%","1","0"
"07/05/2020 12:39","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255936","Hospital Ana Nery","7","4","57.1%","0","0"
"07/05/2020 12:37","Porto Alegre - R09 R10","Porto Alegre","3567664","Hospital Ernesto Dornelles","40","34","85%","7","4"
"07/05/2020 12:37","Capao Da Canoa - R04 R05","Tramandai","2793008","Hospital Tramandai","10","11","110%","0","2"
"07/05/2020 12:32","Santo Angelo - R11","Santo Angelo","7151888","Hospital Regional Unimed Missoes","7","3","42.9%","1","0"
"07/05/2020 12:31","Porto Alegre - R09 R10","Porto Alegre","3007847","Hospital Mae De Deus","50","33","66%","1","5"
"07/05/2020 12:29","Erechim - R16","Gaurama","2249545","Hospital Santa Isabel","0","0","-","0","0"
"07/05/2020 12:28","Porto Alegre - R09 R10","Porto Alegre","3006522","Hospital Moinhos De Vento","56","39","69.6%","5","0"
"07/05/2020 12:24","Porto Alegre - R09 R10","Porto Alegre","2237822","Hospital Materno Infantil Presidente Vargas","0","0","-","0","0"
"07/05/2020 12:23","Santa Maria - R01 R02","Mata","2244187","Hospital De Mata","0","0","-","0","0"
"07/05/2020 12:21","Santo Angelo - R11","Roque Gonzales","2259974","Hospital Santo Antonio Roque Gonzales","0","0","-","0","0"
"07/05/2020 12:10","Porto Alegre - R09 R10","Porto Alegre","6295320","Aesc Hospital Santa Ana","10","6","60%","0","0"
"07/05/2020 12:08","Porto Alegre - R09 R10","Porto Alegre","2237601","Hospital De Clinicas","82","59","72%","8","3"
"07/05/2020 11:59","Porto Alegre - R09 R10","Porto Alegre","7092571","Hospital Independencia","10","10","100%","0","0"
"07/05/2020 11:57","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223562","Hospital Virvi Ramos","10","8","80%","1","1"
"07/05/2020 11:57","Santo Angelo - R11","Sao Miguel Das Missoes","2259877","Hospital Sao Miguel Arcanjo","0","0","-","0","0"
"07/05/2020 11:54","Santa Maria - R01 R02","Santa Maria","5433509","Hospital Geral Unimed","0","0","-","0","0"
"07/05/2020 11:52","Santo Angelo - R11","Cerro Largo","2259869","Hospital De Caridade Serro Azul","0","0","-","0","0"
"07/05/2020 11:52","Lajeado - R29 R30","Mucum","2707942","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"07/05/2020 11:51","Porto Alegre - R09 R10","Porto Alegre","7513151","Hospital Restinga E Extremo Sul","10","9","90%","0","0"
"07/05/2020 11:46","Pelotas - R21","Jaguarao","2233401","Santa Casa De Caridade Jaguarao","0","0","-","0","0"
"07/05/2020 11:43","Erechim - R16","Viadutos","2249537","Hospital N S Da Pompeia Viadutos","0","0","-","0","0"
"07/05/2020 11:40","Pelotas - R21","Pelotas","2252694","Hospital Escola Da Universidade Federal De Pelotas","11","6","54.5%","0","0"
"07/05/2020 11:40","Porto Alegre - R09 R10","Porto Alegre","2778718","Hps","20","18","90%","0","1"
"07/05/2020 11:39","Passo Fundo - R17 R18 R19","Espumoso","2246813","Hospital Notre Dame Sao Sebastiao","0","0","-","0","0"
"07/05/2020 11:33","Ijui - R13","Sao Martinho","2707608","Hospital De Caridade De Sao Martinho","0","0","-","0","0"
"07/05/2020 11:33","Santa Cruz Do Sul - R28","Venancio Aires","2236370","Hospital Sao Sebastiao Martir","10","10","100%","3","1"
"07/05/2020 11:29","Novo Hamburgo - R07","Novo Hamburgo","2232146","Fundacao De Saude Publica De Novo Hamburgo Fsnh","10","10","100%","2","0"
"07/05/2020 11:28","Novo Hamburgo - R07","Sao Leopoldo","2232022","Hospital Centenario","10","8","80%","0","2"
"07/05/2020 11:24","Lajeado - R29 R30","Boqueirao Do Leao","2252058","Hosp Dr Anuar Elias Aesse Boqueirao Do Leao","0","0","-","0","0"
"07/05/2020 11:23","Porto Alegre - R09 R10","Gravatai","2232049","Hospital Dom Joao Becker","10","9","90%","0","0"
"07/05/2020 11:21","Erechim - R16","Erechim","2707918","Fundacao Hospitalar Santa Terezinha De Erechim","16","9","56.3%","2","0"
"07/05/2020 11:18","Capao Da Canoa - R04 R05","Torres","2707950","Hospital Beneficente Nossa Senhora Dos Navegantes","5","5","100%","0","2"
"07/05/2020 11:17","Caxias Do Sul - R23 R24 R25 R26","Parai","2241218","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"07/05/2020 11:15","Bage - R22","Acegua","2262010","Hospital Da Colonia Nova","0","0","-","0","0"
"07/05/2020 11:03","Cruz Alta - R12","Selbach","2238810","Hospital Sao Jacob","0","0","-","0","0"
"07/05/2020 11:02","Lajeado - R29 R30","Teutonia","2252244","Hospital Ouro Branco","0","0","-","0","0"
"07/05/2020 11:01","Pelotas - R21","Rio Grande","2232995","Santa Casa Do Rio Grande","30","21","70%","0","0"
"07/05/2020 10:57","Palmeira Das Missoes - R15 R20","Ronda Alta","2235420","Associacao Hospitalar De Ronda Alta","0","0","-","0","0"
"07/05/2020 10:48","Porto Alegre - R09 R10","Butia","2265958","Hospital De Butia","0","0","-","0","0"
"07/05/2020 10:45","Pelotas - R21","Pelotas","2252295","Sociedade Portuguesa De Beneficencia","20","20","100%","0","0"
"07/05/2020 10:43","Passo Fundo - R17 R18 R19","Marau","9131981","Hospital Sao Lucas","0","0","-","0","0"
"07/05/2020 10:38","Caxias Do Sul - R23 R24 R25 R26","Flores Da Cunha","2241145","Hospital Fatima","0","0","-","0","1"
"07/05/2020 10:37","Erechim - R16","Estacao","2249626","Hospital Santo Antonio Estacao","0","0","-","0","0"
"07/05/2020 10:27","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223597","Hospital Saude","10","5","50%","0","1"
"07/05/2020 10:22","Pelotas - R21","Arroio Grande","2233428","Santa Casa De Misericordia De Arroio Grande","0","0","-","0","0"
"07/05/2020 10:21","Caxias Do Sul - R23 R24 R25 R26","Sao Marcos","2241226","Hospital Beneficente Sao Joao Bosco","0","0","-","0","0"
"07/05/2020 10:14","Pelotas - R21","Rio Grande","2707675","Hospital Universitario Dr Miguel Riet Correa Jr","6","5","83.3%","0","0"
"07/05/2020 10:11","Santa Maria - R01 R02","Santa Maria","2244276","Hospital De Caridade Astrogildo De Azevedo","40","31","77.5%","0","2"
"07/05/2020 10:09","Lajeado - R29 R30","Estrela","2252260","Hospital Estrela","10","6","60%","1","2"
"07/05/2020 10:08","Santa Cruz Do Sul - R28","Vera Cruz","2236354","Hospital Vera Cruz","0","0","-","0","0"
"07/05/2020 10:06","Passo Fundo - R17 R18 R19","Passo Fundo","2246929","Hospital De Clinicas De Passo Fundo","33","29","87.9%","6","2"
"07/05/2020 10:05","Porto Alegre - R09 R10","Sao Jeronimo","6424236","Hcsj Hospital De Caridade Sao Jeronimo","0","1","-","0","0"
"07/05/2020 09:58","Taquara - R06","Sao Francisco De Paula","2227770","Hospital Sao Francisco De Paula","0","0","-","0","0"
"07/05/2020 09:54","Passo Fundo - R17 R18 R19","Nao-me-toque","2246910","Hospital Alto Jacui Nao Me Toque","0","0","-","0","0"
"07/05/2020 09:52","Caxias Do Sul - R23 R24 R25 R26","Guapore","2793237","Associacao Hospitalar Manoel Francisco Guerreiro","0","0","-","0","0"
"07/05/2020 09:52","Cachoeira Do Sul - R27","Sobradinho","6560830","Fundacao Dr Homero Lima Menezes","0","0","-","0","0"
"07/05/2020 09:51","Cachoeira Do Sul - R27","Sobradinho","2234408","Hospital Dr Homero Menezes","0","0","-","0","0"
"07/05/2020 09:50","Caxias Do Sul - R23 R24 R25 R26","Gramado","2241153","Hospital Arcanjo Sao Miguel","10","9","90%","0","1"
"07/05/2020 09:47","Taquara - R06","Riozinho","2227703","Hospital Nossa Senhora Do Rosario De Riozinho","0","0","-","0","0"
"07/05/2020 09:42","Lajeado - R29 R30","Encantado","2252228","Hospital Santa Teresinha Encantado","0","0","-","0","0"
"07/05/2020 09:39","Uruguaiana - R03","Sant'ana Do Livramento","3913392","Centro Hospitalar Santanense Ltda","0","0","-","0","0"
"07/05/2020 09:38","Ijui - R13","Ijui","3506959","Hospital Unimed","6","6","100%","0","0"
"07/05/2020 09:36","Passo Fundo - R17 R18 R19","Serafina Correa","2260050","Hospital Nossa Senhora Do Rosario","0","0","-","0","0"
"07/05/2020 09:35","Lajeado - R29 R30","Nova Brescia","2252112","Hospital Sao Joao Batista Nova Brescia","0","0","-","0","0"
"07/05/2020 09:27","Uruguaiana - R03","Sao Gabriel","2248204","Santa Casa De Sao Gabriel","12","11","91.7%","0","1"
"07/05/2020 09:27","Palmeira Das Missoes - R15 R20","Planalto","2228556","Hospital Medianeira Planalto","0","0","-","0","0"
"07/05/2020 09:25","Santa Rosa - R14","Boa Vista Do Burica","2250705","Hospital De Caridade Boa Vista","0","0","-","0","0"
"07/05/2020 09:22","Ijui - R13","Chiapetta","2261103","Hospital De Chiapetta","0","0","-","0","0"
"07/05/2020 09:22","Canoas - R08","Esteio","2232030","Fundacao De Saude Publica Sao Camilo De Esteio","8","6","75%","0","0"
"07/05/2020 09:19","Uruguaiana - R03","Alegrete","2248328","Santa Casa De Alegrete","8","6","75%","0","0"
"07/05/2020 09:16","Canoas - R08","Canoas","2232014","Hospital Nossa Senhora Das Gracas","28","26","92.9%","0","1"
"07/05/2020 09:16","Passo Fundo - R17 R18 R19","Lagoa Vermelha","3819590","Hospital Sao Paulo","0","0","-","0","0"
"07/05/2020 09:14","Santa Maria - R01 R02","Formigueiro","2244217","Hospital Municipal Pedro Calil","0","0","-","0","0"
"07/05/2020 09:13","Ijui - R13","Ijui","2261057","Hospital De Caridade De Ijui","20","16","80%","0","0"
"07/05/2020 09:11","Cruz Alta - R12","Fortaleza Dos Valos","2263866","Hospital Municipal Bom Pastor","0","0","-","0","0"
"07/05/2020 09:03","Capao Da Canoa - R04 R05","Capao Da Canoa","2707969","Hospital Beneficiente Santa Luzia","10","9","90%","0","0"
"07/05/2020 09:02","Santa Maria - R01 R02","Cacequi","5699525","Asso","0","0","-","0","0"
"07/05/2020 09:01","Porto Alegre - R09 R10","Dom Feliciano","6953689","Asdomf","0","0","-","0","0"
