"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"09/05/2020 12:49","Bage - R22","Lavras Do Sul","2262029","Fundacao Medico Hospitalar","0","0","-","0","0"
"09/05/2020 13:07","Lajeado - R29 R30","Bom Retiro Do Sul","2252023","Hospital De Caridade Santana Bom Retiro Do Sul","0","0","-","0","0"
"09/05/2020 13:46","Santa Cruz Do Sul - R28","Candelaria","2236362","Hospital Candelaria","0","0","-","0","0"
"09/05/2020 14:12","Passo Fundo - R17 R18 R19","Espumoso","2246813","Hospital Notre Dame Sao Sebastiao","0","0","-","0","0"
"09/05/2020 14:19","Santa Rosa - R14","Horizontina","7607547","Associacao Beneficente Oswaldo Cruz De Horizontina","0","0","-","0","0"
"09/05/2020 15:59","Santa Rosa - R14","Girua","2260069","Hospital Sao Jose","0","0","-","0","0"
"09/05/2020 16:12","Novo Hamburgo - R07","Sao Leopoldo","2232022","Hospital Centenario","10","8","80%","0","2"
"09/05/2020 16:23","Lajeado - R29 R30","Serio","2252066","Hospital Sao Jose Serio","0","0","-","0","0"
"09/05/2020 17:36","Palmeira Das Missoes - R15 R20","Constantina","3378691","Hospital Da Comunidade Ahcros Constantina","0","0","-","0","0"
"09/05/2020 17:43","Pelotas - R21","Pinheiro Machado","2233320","Hospital Pinheiro Machado","0","0","-","0","0"
"09/05/2020 17:57","Lajeado - R29 R30","Progresso","2252082","Hospital Santa Isabel Progresso","0","0","-","0","0"
"09/05/2020 18:15","Pelotas - R21","Sao Lourenco Do Sul","2233371","Centro De Saude Sao Joao Da Reserva","0","0","-","0","0"
"09/05/2020 18:58","Cachoeira Do Sul - R27","Encruzilhada Do Sul","2234432","Hospital Santa Barbara","0","0","-","0","0"
"09/05/2020 19:13","Pelotas - R21","Arroio Grande","2233428","Santa Casa De Misericordia De Arroio Grande","0","0","-","0","0"
"09/05/2020 20:51","Santa Maria - R01 R02","Santa Maria","2244144","Hospital Da Brigada Militar De Santa Maria","0","0","-","0","0"
"10/05/2020 07:06","Ijui - R13","Ijui","2261030","Hospital Bom Pastor Ijui","0","0","-","0","0"
"10/05/2020 07:17","Lajeado - R29 R30","Arroio Do Meio","2252198","Hospital Sao Jose Arroio Do Meio","0","0","-","0","0"
"10/05/2020 07:32","Ijui - R13","Panambi","2254956","Hospital Panambi","0","0","-","0","0"
"10/05/2020 07:39","Porto Alegre - R09 R10","Camaqua","2257548","Hospital Nossa Senhora Aparecida De Camaqua","0","0","-","0","0"
"10/05/2020 07:39","Erechim - R16","Aratiba","2249502","Acha Aratiba","0","0","-","0","0"
"10/05/2020 07:40","Taquara - R06","Rolante","2257564","Fundacao Hospitalar De Rolante","0","0","-","0","0"
"10/05/2020 07:41","Capao Da Canoa - R04 R05","Capao Da Canoa","2707969","Hospital Beneficiente Santa Luzia","10","9","90%","0","0"
"10/05/2020 08:09","Uruguaiana - R03","Rosario Do Sul","2248239","Hospital Auxiliadora","8","7","87.5%","0","0"
"10/05/2020 08:14","Porto Alegre - R09 R10","Guaiba","6131913","Hospital Unimed","0","0","-","0","0"
"10/05/2020 08:18","Taquara - R06","Parobe","2227762","Hospital Sao Francisco De Assis","0","0","-","0","0"
"10/05/2020 08:19","Santa Maria - R01 R02","Sao Francisco De Assis","2244330","Hospital Santo Antonio","0","0","-","0","0"
"10/05/2020 08:33","Canoas - R08","Sao Sebastiao Do Cai","2227908","Hospital Sagrada Familia","0","0","-","0","0"
"10/05/2020 08:43","Porto Alegre - R09 R10","Cachoeirinha","2232103","Hospital Padre Jeremias","0","0","-","0","0"
"10/05/2020 08:47","Santa Maria - R01 R02","Santa Maria","2244365","Hospital Da Base Aerea","0","0","-","0","0"
"10/05/2020 08:53","Santa Rosa - R14","Santa Rosa","2254611","Hospital Vida Saude","10","10","100%","0","0"
"10/05/2020 08:56","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223562","Hospital Virvi Ramos","10","5","50%","1","0"
"10/05/2020 08:57","Pelotas - R21","Piratini","2233347","Hospital De Caridade Nossa Senhora Da Conceicao Piratini","0","0","-","0","0"
"10/05/2020 09:05","Porto Alegre - R09 R10","Viamao","5223962","Instituto De Cardiologia Hospital Viamao","15","14","93.3%","0","2"
"10/05/2020 09:06","Ijui - R13","Chiapetta","2261103","Hospital De Chiapetta","0","0","-","0","0"
"10/05/2020 09:11","Santa Maria - R01 R02","Sao Joao Do Polesine","6364810","Hospital Dr Roberto Binatto","0","0","-","0","0"
"10/05/2020 09:12","Passo Fundo - R17 R18 R19","Passo Fundo","2246988","Hospital Sao Vicente De Paulo","52","48","92.3%","10","8"
"10/05/2020 09:14","Passo Fundo - R17 R18 R19","Passo Fundo","2245663","Hospital Sao Vicente De Paulo","10","7","70%","0","0"
"10/05/2020 09:23","Passo Fundo - R17 R18 R19","Serafina Correa","2260050","Hospital Nossa Senhora Do Rosario","0","0","-","0","0"
"10/05/2020 09:35","Canoas - R08","Canoas","2232014","Hospital Nossa Senhora Das Gracas","28","26","92.9%","0","0"
"10/05/2020 09:44","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223597","Hospital Saude","10","5","50%","0","0"
"10/05/2020 09:57","Ijui - R13","Pejucara","2261138","Hospital Pejucara","0","0","-","0","0"
"10/05/2020 10:06","Santa Maria - R01 R02","Faxinal Do Soturno","2244101","Hospital De Caridade Sao Roque","0","0","-","0","0"
"10/05/2020 10:08","Santa Cruz Do Sul - R28","Vale Do Sol","2236338","Hospital Vale Do Sol","0","0","-","0","0"
"10/05/2020 10:10","Ijui - R13","Ijui","2261057","Hospital De Caridade De Ijui","20","16","80%","0","0"
"10/05/2020 10:12","Lajeado - R29 R30","Cruzeiro Do Sul","2252074","Hospital Sao Gabriel Arcanjo","0","0","-","0","0"
"10/05/2020 10:14","Lajeado - R29 R30","Teutonia","2252244","Hospital Ouro Branco","0","0","-","0","0"
"10/05/2020 10:14","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223546","Hospital Pompeia","30","24","80%","2","4"
"10/05/2020 10:14","Santo Angelo - R11","Sao Luiz Gonzaga","2259893","Hospital Sao Luiz Gonzaga","0","0","-","0","0"
"10/05/2020 10:16","Santa Rosa - R14","Tucunduva","5050170","Hospital Dr Osvaldo Teixeira","0","0","-","0","0"
"10/05/2020 10:23","Ijui - R13","Ajuricaba","2265885","Hospital Ajuricaba","0","0","-","0","0"
"10/05/2020 10:23","Passo Fundo - R17 R18 R19","Passo Fundo","2246929","Hospital De Clinicas De Passo Fundo","33","26","78.8%","7","2"
"10/05/2020 10:24","Pelotas - R21","Rio Grande","2232995","Santa Casa Do Rio Grande","30","20","66.7%","0","2"
"10/05/2020 10:25","Santa Rosa - R14","Boa Vista Do Burica","2250705","Hospital De Caridade Boa Vista","0","0","-","0","0"
"10/05/2020 10:28","Cachoeira Do Sul - R27","Sobradinho","9016554","Hospital Sao Joao Evangelista","0","0","-","0","0"
"10/05/2020 10:29","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","3356868","Hospital Unimed Caxias Do Sul","20","16","80%","1","3"
"10/05/2020 10:30","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","9728317","Hospital Unimed Unidade Materno Infantil","0","0","-","0","0"
"10/05/2020 10:32","Cruz Alta - R12","Tupancireta","2244225","Hospital De Caridade Brasilina Terra","0","0","-","0","0"
"10/05/2020 10:37","Palmeira Das Missoes - R15 R20","Tenente Portela","5384117","Hospital Santo Antonio Tenente Portela","10","9","90%","0","1"
"10/05/2020 10:38","Caxias Do Sul - R23 R24 R25 R26","Garibaldi","2257645","Hospital Sao Pedro","0","0","-","0","0"
"10/05/2020 10:39","Santa Maria - R01 R02","Cacequi","5699525","Asso","0","0","-","0","0"
"10/05/2020 11:02","Santo Angelo - R11","Sao Miguel Das Missoes","2259877","Hospital Sao Miguel Arcanjo","0","0","-","0","0"
"10/05/2020 11:02","Novo Hamburgo - R07","Sapiranga","2232154","Hospital Sapiranga","7","7","100%","0","0"
"10/05/2020 11:03","Ijui - R13","Crissiumal","2708000","Hospital De Caridade De Crissiumal","0","0","-","0","0"
"10/05/2020 11:05","Caxias Do Sul - R23 R24 R25 R26","Gramado","2241153","Hospital Arcanjo Sao Miguel","10","8","80%","0","0"
"10/05/2020 11:06","Palmeira Das Missoes - R15 R20","Trindade Do Sul","2235366","Sociedade Cultural E Beneficente Santa Rosa De Lima","0","0","-","0","0"
"10/05/2020 11:07","Uruguaiana - R03","Sant'ana Do Livramento","3913392","Centro Hospitalar Santanense Ltda","0","0","-","0","0"
"10/05/2020 11:08","Pelotas - R21","Rio Grande","2707675","Hospital Universitario Dr Miguel Riet Correa Jr","6","3","50%","0","0"
"10/05/2020 11:13","Santa Rosa - R14","Tuparendi","5729297","Cams","0","0","-","0","0"
"10/05/2020 11:15","Passo Fundo - R17 R18 R19","Sertao","2246805","Hospital Sao Jose Sertao","0","0","-","0","0"
"10/05/2020 11:16","Caxias Do Sul - R23 R24 R25 R26","Bom Principio","2241129","Hospital Sao Pedro Canisio","0","0","-","0","0"
"10/05/2020 11:16","Uruguaiana - R03","Sao Gabriel","2248204","Santa Casa De Sao Gabriel","12","10","83.3%","0","0"
"10/05/2020 11:16","Cachoeira Do Sul - R27","Arroio Do Tigre","2234424","Hospital Santa Rosa De Lima","0","0","-","0","0"
"10/05/2020 11:17","Capao Da Canoa - R04 R05","Tramandai","2793008","Hospital Tramandai","10","13","130%","0","4"
"10/05/2020 11:26","Lajeado - R29 R30","Mucum","2707942","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"10/05/2020 11:27","Erechim - R16","Erechim","2707918","Fundacao Hospitalar Santa Terezinha De Erechim","16","11","68.8%","2","0"
"10/05/2020 11:31","Cruz Alta - R12","Saldanha Marinho","2263874","Hospital Municipal Saldanha Marinho","0","0","-","0","0"
"10/05/2020 11:32","Novo Hamburgo - R07","Novo Hamburgo","2232146","Fundacao De Saude Publica De Novo Hamburgo Fsnh","10","10","100%","2","0"
"10/05/2020 11:33","Santa Rosa - R14","Porto Lucena","2250810","Hospital Sao Jose Porto Lucena Rs","0","0","-","0","0"
"10/05/2020 11:34","Erechim - R16","Erechim","2249472","Hospital De Caridade De Erechim","8","2","25%","1","1"
"10/05/2020 11:36","Lajeado - R29 R30","Boqueirao Do Leao","2252058","Hosp Dr Anuar Elias Aesse Boqueirao Do Leao","0","0","-","0","0"
"10/05/2020 11:45","Santa Maria - R01 R02","Paraiso Do Sul","2234467","Unidade Mista Hospital Paraiso","0","0","-","0","0"
"10/05/2020 11:45","Caxias Do Sul - R23 R24 R25 R26","Carlos Barbosa","2241137","Hospital Sao Roque","0","0","-","0","0"
"10/05/2020 11:47","Santa Maria - R01 R02","Santa Maria","5433509","Hospital Geral Unimed","0","0","-","0","0"
"10/05/2020 11:49","Caxias Do Sul - R23 R24 R25 R26","Farroupilha","2240335","Hospital Sao Carlos","10","6","60%","0","1"
"10/05/2020 11:55","Passo Fundo - R17 R18 R19","Tapejara","2246740","Hospital Santo Antonio","0","0","-","0","0"
"10/05/2020 12:14","Porto Alegre - R09 R10","Sao Jeronimo","6424236","Hcsj Hospital De Caridade Sao Jeronimo","0","2","-","0","0"
"10/05/2020 12:18","Santa Cruz Do Sul - R28","Venancio Aires","2236370","Hospital Sao Sebastiao Martir","10","13","130%","5","1"
"10/05/2020 12:20","Palmeira Das Missoes - R15 R20","Tres Passos","2228726","Hospital Caridade Tres Passos","10","9","90%","0","0"
"10/05/2020 12:26","Capao Da Canoa - R04 R05","Santo Antonio Da Patrulha","6389104","Hospital De Santo Antonio Da Patrulha","0","0","-","0","0"
"10/05/2020 12:27","Santa Maria - R01 R02","Santa Maria","9575936","Hospital Regional De Santa Maria","10","1","10%","0","1"
"10/05/2020 12:28","Porto Alegre - R09 R10","Gravatai","2232049","Hospital Dom Joao Becker","10","9","90%","0","0"
"10/05/2020 12:30","Santa Maria - R01 R02","Santiago","2244357","Hospital De Caridade De Santiago","10","7","70%","1","0"
"10/05/2020 12:30","Bage - R22","Dom Pedrito","2262002","Hospital Sao Luiz","10","0","0%","0","0"
"10/05/2020 12:33","Capao Da Canoa - R04 R05","Palmares Do Sul","2224607","Hospital Sao Jose","0","0","-","0","0"
"10/05/2020 12:37","Caxias Do Sul - R23 R24 R25 R26","Sao Marcos","2241226","Hospital Beneficente Sao Joao Bosco","0","0","-","0","0"
"10/05/2020 12:39","Santo Angelo - R11","Cerro Largo","2259869","Hospital De Caridade Serro Azul","0","0","-","0","0"
"10/05/2020 12:41","Palmeira Das Missoes - R15 R20","Sarandi","2235404","Hospital Comunitario Sarandi","0","0","-","0","0"
"10/05/2020 12:50","Santa Rosa - R14","Campina Das Missoes","2250802","Hospital Campina","0","0","-","0","0"
"10/05/2020 12:56","Santa Rosa - R14","Sao Paulo Das Missoes","2250713","Hospital De Caridade Sao Paulo Sao Paulo Das Missoes","0","0","-","0","0"
"10/05/2020 12:57","Caxias Do Sul - R23 R24 R25 R26","Feliz","6014194","Hospital Municipal Schlater","0","0","-","0","0"
"10/05/2020 12:57","Santo Angelo - R11","Roque Gonzales","2259974","Hospital Santo Antonio Roque Gonzales","0","0","-","0","0"
"10/05/2020 12:58","Taquara - R06","Taquara","2227932","Hospital Bom Jesus","10","4","40%","0","0"
"10/05/2020 13:00","Novo Hamburgo - R07","Estancia Velha","2707632","Hospital Municipal Getulio Vargas","0","0","-","0","0"
"10/05/2020 13:02","Santa Rosa - R14","Alecrim","2707993","Hospital De Caridade De Alecrim","0","0","-","0","0"
"10/05/2020 13:06","Novo Hamburgo - R07","Novo Hamburgo","2232057","Hospital Regina Novo Hamburgo","17","9","52.9%","1","1"
"10/05/2020 13:12","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2254964","Hospital Santa Cruz","10","8","80%","1","0"
"10/05/2020 13:14","Canoas - R08","Salvador Do Sul","2227681","Hospital Sao Salvador","0","0","-","0","0"
"10/05/2020 13:14","Santa Maria - R01 R02","Agudo","2234386","Hospital Agudo","0","0","-","0","0"
"10/05/2020 13:16","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255936","Hospital Ana Nery","7","5","71.4%","0","1"
"10/05/2020 13:16","Novo Hamburgo - R07","Novo Hamburgo","3213943","Hospital Unimed","7","7","100%","1","0"
"10/05/2020 13:18","Taquara - R06","Tres Coroas","2257467","Hospital Dr Oswaldo Diesel","0","0","-","0","0"
"10/05/2020 13:19","Caxias Do Sul - R23 R24 R25 R26","Nova Prata","2241161","Hospital Sao Joao Batista","0","0","-","0","0"
"10/05/2020 13:21","Passo Fundo - R17 R18 R19","Lagoa Vermelha","3819590","Hospital Sao Paulo","0","0","-","0","0"
"10/05/2020 13:21","Ijui - R13","Santo Augusto","2261065","Hospital Bom Pastor","0","0","-","0","0"
"10/05/2020 13:23","Santa Rosa - R14","Tres De Maio","2250837","Hospital Sao Vicente De Paulo","6","5","83.3%","0","0"
"10/05/2020 13:24","Passo Fundo - R17 R18 R19","Tapera","2246783","Hospital Roque Gonzales Tapera","0","0","-","0","0"
"10/05/2020 13:25","Cachoeira Do Sul - R27","Cacapava Do Sul","2234416","Hospital De Caridade Dr Victor Lang","0","0","-","0","0"
"10/05/2020 13:30","Cachoeira Do Sul - R27","Segredo","2234475","Hospital Sao Joao Evangelista","0","0","-","0","0"
"10/05/2020 13:30","Caxias Do Sul - R23 R24 R25 R26","Guapore","2793237","Associacao Hospitalar Manoel Francisco Guerreiro","0","0","-","0","0"
"10/05/2020 13:34","Palmeira Das Missoes - R15 R20","Rondinha","2235447","Hospital Padre Eugenio","0","0","-","0","0"
"10/05/2020 13:35","Porto Alegre - R09 R10","Porto Alegre","2237849","Instituto De Cardiologia","51","35","68.6%","0","0"
"10/05/2020 13:37","Palmeira Das Missoes - R15 R20","Jaboticaba","2235315","Hospital Santa Rita D Jaboticaba","0","0","-","0","0"
"10/05/2020 13:39","Porto Alegre - R09 R10","Porto Alegre","2265060","Hospital Cristo Redentor","47","28","59.6%","0","0"
"10/05/2020 13:41","Passo Fundo - R17 R18 R19","Sananduva","2246767","Hospital Sao Joao Sananduva","0","0","-","0","0"
"10/05/2020 13:41","Caxias Do Sul - R23 R24 R25 R26","Bom Jesus","6011926","Hospital De Bom Jesus","0","0","-","0","0"
"10/05/2020 13:42","Cachoeira Do Sul - R27","Cachoeira Do Sul","2266474","Hospital De Caridade E Beneficencia","10","9","90%","1","0"
"10/05/2020 13:42","Ijui - R13","Humaita","2265893","Hospital Adesco","0","0","-","0","0"
"10/05/2020 13:46","Porto Alegre - R09 R10","Porto Alegre","3567664","Hospital Ernesto Dornelles","40","30","75%","6","6"
"10/05/2020 13:53","Santa Maria - R01 R02","Santa Maria","2244306","Husm Hospital Universitario De Santa Maria","14","15","107.1%","7","0"
"10/05/2020 13:54","Caxias Do Sul - R23 R24 R25 R26","Bento Goncalves","2241021","Hospital Tacchini","30","28","93.3%","15","2"
"10/05/2020 13:58","Porto Alegre - R09 R10","Porto Alegre","3006522","Hospital Moinhos De Vento","56","42","75%","10","1"
"10/05/2020 14:00","Caxias Do Sul - R23 R24 R25 R26","Nova Petropolis","2241102","Hospital Nova Petropolis","0","0","-","0","0"
"10/05/2020 14:00","Porto Alegre - R09 R10","Charqueadas","9528792","Hospital De Charqueadas","0","0","-","0","0"
"10/05/2020 14:04","Porto Alegre - R09 R10","Porto Alegre","2693801","Associacao Hospitalar Vila Nova","20","17","85%","0","0"
"10/05/2020 14:07","Ijui - R13","Ijui","3506959","Hospital Unimed","6","5","83.3%","0","0"
"10/05/2020 14:07","Ijui - R13","Sao Martinho","2707608","Hospital De Caridade De Sao Martinho","0","0","-","0","0"
"10/05/2020 14:08","Pelotas - R21","Pelotas","2253054","Santa Casa De Misericordia De Pelotas","17","16","94.1%","0","0"
"10/05/2020 14:11","Lajeado - R29 R30","Estrela","2252260","Hospital Estrela","10","9","90%","2","2"
"10/05/2020 14:11","Passo Fundo - R17 R18 R19","Paim Filho","2247046","Hospital Santa Terezinha Paim Filho","0","0","-","0","0"
"10/05/2020 14:11","Porto Alegre - R09 R10","Porto Alegre","2237598","Hospital Divina Providencia","12","14","116.7%","1","0"
"10/05/2020 14:17","Porto Alegre - R09 R10","Porto Alegre","6295320","Aesc Hospital Santa Ana","10","9","90%","0","0"
"10/05/2020 14:19","Novo Hamburgo - R07","Campo Bom","2232073","Hospital De Campo Bom Dr Lauro Reus","10","8","80%","0","0"
"10/05/2020 14:22","Santa Rosa - R14","Santo Cristo","2250829","Hospital De Caridade De Santo Cristo","0","0","-","0","0"
"10/05/2020 14:26","Taquara - R06","Riozinho","2227703","Hospital Nossa Senhora Do Rosario De Riozinho","0","0","-","0","0"
"10/05/2020 14:26","Cruz Alta - R12","Ibiruba","5395674","Hospital Annes Dias","0","0","-","0","0"
"10/05/2020 14:27","Porto Alegre - R09 R10","Porto Alegre","2237253","Irmandade Da Santa Casa De Misericordia De Porto Alegre","87","64","73.6%","0","0"
"10/05/2020 14:36","Passo Fundo - R17 R18 R19","Passo Fundo","3141330","Hospital De Prontoclinicas Ltda","9","6","66.7%","3","3"
"10/05/2020 14:38","Pelotas - R21","Jaguarao","2233401","Santa Casa De Caridade Jaguarao","0","0","-","0","0"
"10/05/2020 14:49","Canoas - R08","Sapucaia Do Sul","2232162","Fundacao Hospitalar De Sapucaia Do Sul","10","8","80%","0","2"
"10/05/2020 14:50","Porto Alegre - R09 R10","Porto Alegre","2778718","Hps","20","17","85%","0","0"
"10/05/2020 14:54","Porto Alegre - R09 R10","Porto Alegre","7513151","Hospital Restinga E Extremo Sul","10","10","100%","0","0"
"10/05/2020 15:01","Bage - R22","Bage","2261995","Hospital Universitario Urcamp","0","0","-","0","0"
"10/05/2020 15:08","Santa Cruz Do Sul - R28","Rio Pardo","2792974","Hospital Regional Do Vale Do Rio Pardo","0","0","-","0","0"
"10/05/2020 15:10","Passo Fundo - R17 R18 R19","Casca","2246872","Hospital Santa Lucia Casca","0","0","-","0","0"
"10/05/2020 15:10","Santa Rosa - R14","Candido Godoi","2250675","Hospital Santo Afonso","0","0","-","0","0"
"10/05/2020 15:24","Passo Fundo - R17 R18 R19","Passo Fundo","2246996","Hospital Municipal Passo Fundo","0","0","-","0","0"
"10/05/2020 15:27","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223538","Hospital Geral","10","9","90%","0","0"
"10/05/2020 15:28","Pelotas - R21","Pelotas","2252694","Hospital Escola Da Universidade Federal De Pelotas","11","5","45.5%","0","0"
"10/05/2020 15:29","Lajeado - R29 R30","Nova Brescia","2252112","Hospital Sao Joao Batista Nova Brescia","0","0","-","0","0"
"10/05/2020 15:30","Erechim - R16","Gaurama","2249545","Hospital Santa Isabel","0","0","-","0","0"
