"Últ Atualização","Cód","Hospital","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"03/05/2020 18:38","2244292","HOSPITAL SAO FRANCISCO DE ASSIS","10","2","20%","0","0"
"03/05/2020 18:38","2255928","HOSPITAL MONTE ALVERNE","0","0","-","0","0"
"03/05/2020 18:37","2227762","HOSPITAL SAO FRANCISCO DE ASSIS","0","0","-","0","0"
"03/05/2020 18:28","2257467","HOSPITAL DR OSWALDO DIESEL","0","0","-","0","0"
"03/05/2020 18:21","2249529","HOSPITAL MUNICIPAL DE CAMPINAS DO SUL","0","0","-","0","0"
"03/05/2020 18:19","3508528","HOSPITAL UNIVERSITARIO","40","17","42.5%","2","3"
"03/05/2020 18:17","2253046","UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA","20","17","85%","0","0"
"03/05/2020 18:13","2244152","IRDESI DE JAGUARI","0","0","-","0","0"
"03/05/2020 18:10","3626245","HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN","10","10","100%","0","0"
"03/05/2020 18:07","2228548","HOSPITAL S ROQUE CAICARA","0","0","-","0","0"
"03/05/2020 18:07","2262274","HOSPITAL COMUNITARIO DE CARAZINHO","7","7","100%","0","1"
"03/05/2020 17:54","2262010","HOSPITAL DA COLONIA NOVA","0","0","-","0","0"
"03/05/2020 17:53","2246805","HOSPITAL SAO JOSE SERTAO","0","0","-","0","0"
"03/05/2020 17:46","2232081","HOSPITAL ALVORADA","0","0","-","0","0"
"03/05/2020 17:32","2261111","HOSPITAL DE CONDOR","0","0","-","0","0"
"03/05/2020 17:31","2248298","HOSPITAL INFANTIL","9","5","55.6%","0","1"
"03/05/2020 17:25","2244233","HOSPITAL DE CARIDADE SAO FRANCISCO","0","0","-","0","0"
"03/05/2020 17:23","2232049","HOSPITAL DOM JOAO BECKER","10","8","80%","0","0"
"03/05/2020 17:18","2246791","HOSPITAL SAO JOSE","0","0","-","0","0"
"03/05/2020 17:17","2227770","HOSPITAL SAO FRANCISCO DE PAULA","0","0","-","0","0"
"03/05/2020 17:13","2228653","HOSPITAL N S AUXILIADORA IRAI","0","0","-","0","0"
"03/05/2020 17:08","6364810","HOSPITAL DR ROBERTO BINATTO","0","0","-","0","0"
"03/05/2020 17:00","2246767","HOSPITAL SAO JOAO SANANDUVA","0","0","-","0","0"
"03/05/2020 16:56","2233371","CENTRO DE SAUDE SAO JOAO DA RESERVA","0","0","-","0","0"
"03/05/2020 16:53","2252341","HOSPITAL MIGUEL PILTCHER","6","3","50%","0","0"
"03/05/2020 16:52","2707608","HOSPITAL DE CARIDADE DE SAO MARTINHO","0","0","-","0","0"
"03/05/2020 16:35","2252287","HOSPITAL BRUNO BORN","26","22","84.6%","9","1"
"03/05/2020 16:34","2246937","HOSPITAL SAO JOSE DAVID CANABARRO","0","0","-","0","0"
"03/05/2020 16:33","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","10","0","0%","0","0"
"03/05/2020 16:32","2235447","HOSPITAL PADRE EUGENIO","0","0","-","0","0"
"03/05/2020 16:31","2232189","HOSPITAL SAO JOSE IVOTI","0","0","-","0","0"
"03/05/2020 16:25","2232162","FUNDACAO HOSPITALAR DE SAPUCAIA DO SUL","13","9","69.2%","0","0"
"03/05/2020 16:21","2233398","IRMANDADE S CASA DE MISERICORDIA DE S V PALMAR","0","0","-","0","0"
"03/05/2020 16:15","2253690","CLINICANP","5","1","20%","0","0"
"03/05/2020 16:06","2227673","HOSPITAL DE CARIDADE SANTA RITA","0","0","-","0","0"
"03/05/2020 16:04","7513151","HOSPITAL RESTINGA E EXTREMO SUL","10","9","90%","0","0"
"03/05/2020 16:03","2257556","HOSPITAL MONTENEGRO","10","6","60%","0","1"
"03/05/2020 16:01","2237598","HOSPITAL DIVINA PROVIDENCIA","12","9","75%","1","0"
"03/05/2020 15:58","2244136","HOSPITAL DE SAO VICENTE DO SUL","0","0","-","0","0"
"03/05/2020 15:57","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","87","76","87.4%","0","1"
"03/05/2020 15:52","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","69","53","76.8%","9","5"
"03/05/2020 15:51","2252139","HOSPITAL BENEFICENTE LEONILDA BRUNET","0","0","-","0","0"
"03/05/2020 15:47","2235404","HOSPITAL COMUNITARIO SARANDI","0","0","-","0","0"
"03/05/2020 15:44","2252163","HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA","0","0","-","0","0"
"03/05/2020 15:40","2778718","HPS","20","19","95%","0","0"
"03/05/2020 15:38","2250802","HOSPITAL CAMPINA","0","0","-","0","0"
"03/05/2020 15:36","7151888","HOSPITAL REGIONAL UNIMED MISSOES","7","7","100%","1","1"
"03/05/2020 15:29","2232170","HOSPITAL DE PORTAO","0","0","-","0","0"
"03/05/2020 15:25","2257815","HOSPITAL SAO VICENTE DE PAULO","10","4","40%","2","0"
"03/05/2020 15:08","3378691","HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA","0","0","-","0","0"
"03/05/2020 15:02","2228610","HOSPITAL PIO XII SEBERI","0","0","-","0","0"
"03/05/2020 14:57","2792974","HOSPITAL REGIONAL DO VALE DO RIO PARDO","0","0","-","0","0"
"03/05/2020 14:52","2224607","HOSPITAL SAO JOSE","0","0","-","0","0"
"03/05/2020 14:46","9309470","HOSPITAL PADRE CATELLI","0","0","-","0","0"
"03/05/2020 14:45","2252171","HOSPITAL DOUTOR OSCAR BENEVOLO","0","0","-","0","0"
"03/05/2020 14:42","9528792","HOSPITAL DE CHARQUEADAS","0","0","-","0","0"
"03/05/2020 14:37","5395194","PRONTOMED CTI CENTRO DE TRATAMENTO INTENSIVO LTDA","6","2","33.3%","0","1"
"03/05/2020 14:35","2265060","HOSPITAL CRISTO REDENTOR","47","24","51.1%","0","0"
"03/05/2020 14:30","3006522","HOSPITAL MOINHOS DE VENTO","56","48","85.7%","8","2"
"03/05/2020 14:22","2246996","HOSPITAL MUNICIPAL PASSO FUNDO","0","0","-","0","0"
"03/05/2020 14:19","2262568","HOSPITAL SAO LUCAS DA PUCRS","59","35","59.3%","2","3"
"03/05/2020 14:15","2247046","HOSPITAL SANTA TEREZINHA PAIM FILHO","0","0","-","0","0"
"03/05/2020 14:14","6014194","HOSPITAL MUNICIPAL SCHLATER","0","0","-","0","0"
"03/05/2020 14:13","2241102","HOSPITAL NOVA PETROPOLIS","0","0","-","0","0"
"03/05/2020 14:12","2233347","HOSPITAL DE CARIDADE NOSSA SENHORA DA CONCEICAO PIRATINI","0","0","-","0","0"
"03/05/2020 14:09","2249545","HOSPITAL SANTA ISABEL","0","0","-","0","0"
"03/05/2020 14:09","6295320","AESC HOSPITAL SANTA ANA","10","5","50%","0","0"
"03/05/2020 14:08","2252244","HOSPITAL OURO BRANCO","0","0","-","0","0"
"03/05/2020 14:08","2261138","HOSPITAL PEJUCARA","0","0","-","0","0"
"03/05/2020 14:05","2244144","HOSPITAL DA BRIGADA MILITAR DE SANTA MARIA","0","0","-","0","0"
"03/05/2020 14:02","3567664","HOSPITAL ERNESTO DORNELLES","40","31","77.5%","4","3"
"03/05/2020 13:58","2236354","HOSPITAL VERA CRUZ","0","0","-","0","0"
"03/05/2020 13:58","2234475","HOSPITAL SAO JOAO EVANGELISTA","0","0","-","0","0"
"03/05/2020 13:56","2235420","ASSOCIACAO HOSPITALAR DE RONDA ALTA","0","0","-","0","0"
"03/05/2020 13:54","2241161","HOSPITAL SAO JOAO BATISTA","0","0","-","0","0"
"03/05/2020 13:52","2707950","HOSPITAL BENEFICENTE NOSSA SENHORA DOS NAVEGANTES","5","5","100%","0","0"
"03/05/2020 13:51","3007847","HOSPITAL MAE DE DEUS","50","31","62%","1","3"
"03/05/2020 13:47","2244306","HUSM HOSPITAL UNIVERSITARIO DE SANTA MARIA","14","16","114.3%","2","3"
"03/05/2020 13:47","2259907","HOSPITAL SANTO ANGELO","10","4","40%","0","0"
"03/05/2020 13:45","2234416","HOSPITAL DE CARIDADE DR VICTOR LANG","0","0","-","0","0"
"03/05/2020 13:42","2232995","SANTA CASA DO RIO GRANDE","30","0","0%","0","4"
"03/05/2020 13:37","2228564","HOSPITAL NOSSA SENHORA","0","0","-","0","0"
"03/05/2020 13:37","2261065","HOSPITAL BOM PASTOR","0","0","-","0","0"
"03/05/2020 13:34","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","20","16","80%","0","0"
"03/05/2020 13:33","2248328","SANTA CASA DE ALEGRETE","8","7","87.5%","0","0"
"03/05/2020 13:32","2227681","HOSPITAL SAO SALVADOR","0","0","-","0","0"
"03/05/2020 13:29","2244225","HOSPITAL DE CARIDADE BRASILINA TERRA","0","0","-","0","0"
"03/05/2020 13:29","2234424","HOSPITAL SANTA ROSA DE LIMA","0","0","-","0","0"
"03/05/2020 13:27","2237849","INSTITUTO DE CARDIOLOGIA","51","24","47.1%","0","0"
"03/05/2020 13:26","2266474","HOSPITAL DE CARIDADE E BENEFICENCIA","10","4","40%","0","0"
"03/05/2020 13:25","2241021","HOSPITAL TACCHINI","30","27","90%","9","4"
"03/05/2020 13:23","2248271","HOSPITAL SAO PATRICIO DE ITAQUI","0","0","-","0","0"
"03/05/2020 13:21","2265052","HOSPITAL FEMINA","4","1","25%","0","0"
"03/05/2020 13:20","2263858","HOSPITAL DE CARIDADE SAO VICENTE DE PAULO","10","7","70%","0","0"
"03/05/2020 13:15","9575936","HOSPITAL REGIONAL DE SANTA MARIA","10","0","0%","0","0"
"03/05/2020 13:13","2228726","HOSPITAL CARIDADE TRES PASSOS","10","6","60%","0","1"
"03/05/2020 13:13","5395674","HOSPITAL ANNES DIAS","0","0","-","0","0"
"03/05/2020 13:04","2252147","SOCIEDADE BENEFICENTE ROQUE GONZALES","0","0","-","0","0"
"03/05/2020 13:01","2252228","HOSPITAL SANTA TERESINHA ENCANTADO","0","0","-","0","0"
"03/05/2020 12:59","2241226","HOSPITAL BENEFICENTE SAO JOAO BOSCO","0","0","-","0","0"
"03/05/2020 12:56","2257645","HOSPITAL SAO PEDRO","0","0","-","0","0"
"03/05/2020 12:55","3213943","HOSPITAL UNIMED","7","5","71.4%","2","1"
"03/05/2020 12:54","2250837","HOSPITAL SAO VICENTE DE PAULO","6","6","100%","0","0"
"03/05/2020 12:52","7092571","HOSPITAL INDEPENDENCIA","10","4","40%","0","0"
"03/05/2020 12:51","5384117","HOSPITAL SANTO ANTONIO TENENTE PORTELA","10","8","80%","0","2"
"03/05/2020 12:47","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","0","0","-","0","0"
"03/05/2020 12:46","2235366","SOCIEDADE CULTURAL E BENEFICENTE SANTA ROSA DE LIMA","0","0","-","0","0"
"03/05/2020 12:44","2223538","HOSPITAL GERAL","10","6","60%","0","1"
"03/05/2020 12:40","2237601","HOSPITAL DE CLINICAS","82","56","68.3%","8","4"
"03/05/2020 12:39","2259974","HOSPITAL SANTO ANTONIO ROQUE GONZALES","0","0","-","0","0"
"03/05/2020 12:39","2232073","HOSPITAL DE CAMPO BOM DR LAURO REUS","10","8","80%","0","0"
"03/05/2020 12:33","2254964","HOSPITAL SANTA CRUZ","10","10","100%","3","0"
"03/05/2020 12:30","6389104","HOSPITAL DE SANTO ANTONIO DA PATRULHA","0","0","-","0","0"
"03/05/2020 12:25","2227703","HOSPITAL NOSSA SENHORA DO ROSARIO DE RIOZINHO","0","0","-","0","0"
"03/05/2020 12:22","2241153","HOSPITAL ARCANJO SAO MIGUEL","10","8","80%","0","0"
"03/05/2020 12:15","2707675","HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORREA JR","6","4","66.7%","0","0"
"03/05/2020 12:13","2244357","HOSPITAL DE CARIDADE DE SANTIAGO","10","10","100%","1","0"
"03/05/2020 12:07","2232057","HOSPITAL REGINA NOVO HAMBURGO","17","7","41.2%","1","1"
"03/05/2020 12:07","2236370","HOSPITAL SAO SEBASTIAO MARTIR","10","10","100%","2","1"
"03/05/2020 12:02","2249472","HOSPITAL DE CARIDADE DE ERECHIM","8","1","12.5%","0","0"
"03/05/2020 11:58","2263874","HOSPITAL MUNICIPAL SALDANHA MARINHO","0","0","-","0","0"
"03/05/2020 11:58","2252694","HOSPITAL ESCOLA DA UNIVERSIDADE FEDERAL DE PELOTAS","11","4","36.4%","0","0"
"03/05/2020 11:55","2235307","HOSPITAL SAO JOSE CHAPADA","0","0","-","0","0"
"03/05/2020 11:36","2244101","HOSPITAL DE CARIDADE SAO ROQUE","0","0","-","0","0"
"03/05/2020 11:36","2250713","HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES","0","0","-","0","0"
"03/05/2020 11:35","3141330","HOSPITAL DE PRONTOCLINICAS LTDA","9","2","22.2%","1","1"
"03/05/2020 11:35","2232928","HOSPITAL DE CARIDADE DE CANGUCU","0","0","-","0","0"
"03/05/2020 11:35","2241048","HOSPITAL NOSSA SENHORA DA OLIVEIRA","10","6","60%","0","3"
"03/05/2020 11:34","2244276","HOSPITAL DE CARIDADE ASTROGILDO DE AZEVEDO","40","31","77.5%","0","1"
"03/05/2020 11:34","2252058","HOSP DR ANUAR ELIAS AESSE BOQUEIRAO DO LEAO","0","0","-","0","0"
"03/05/2020 11:30","2241013","HOSPITAL DE CARIDADE SAO ROQUE","0","0","-","0","0"
"03/05/2020 11:26","2707918","FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM","16","9","56.3%","2","0"
"03/05/2020 11:26","2793008","HOSPITAL TRAMANDAI","10","10","100%","0","0"
"03/05/2020 11:25","2246872","HOSPITAL SANTA LUCIA CASCA","0","0","-","0","0"
"03/05/2020 11:25","2259893","HOSPITAL SAO LUIZ GONZAGA","0","0","-","0","0"
"03/05/2020 11:22","2246783","HOSPITAL ROQUE GONZALES TAPERA","0","0","-","0","0"
"03/05/2020 11:17","2241145","HOSPITAL FATIMA","0","0","-","0","0"
"03/05/2020 11:14","2707969","HOSPITAL BENEFICIENTE SANTA LUZIA","10","6","60%","0","1"
"03/05/2020 11:14","2227908","HOSPITAL SAGRADA FAMILIA","0","0","-","0","0"
"03/05/2020 11:13","2232154","HOSPITAL SAPIRANGA","7","7","100%","0","0"
"03/05/2020 11:11","2259877","HOSPITAL SAO MIGUEL ARCANJO","0","0","-","0","0"
"03/05/2020 11:11","2223546","HOSPITAL POMPEIA","30","27","90%","2","6"
"03/05/2020 10:59","2249626","HOSPITAL SANTO ANTONIO ESTACAO","0","0","-","0","0"
"03/05/2020 10:57","3913392","CENTRO HOSPITALAR SANTANENSE LTDA","0","0","-","0","0"
"03/05/2020 10:56","2241137","HOSPITAL SAO ROQUE","0","0","-","0","0"
"03/05/2020 10:49","2228556","HOSPITAL MEDIANEIRA PLANALTO","0","0","-","0","0"
"03/05/2020 10:49","2232014","HOSPITAL NOSSA SENHORA DAS GRACAS","28","26","92.9%","0","0"
"03/05/2020 10:47","2259869","HOSPITAL DE CARIDADE SERRO AZUL","0","0","-","0","0"
"03/05/2020 10:46","2252112","HOSPITAL SAO JOAO BATISTA NOVA BRESCIA","0","0","-","0","0"
"03/05/2020 10:42","2255936","HOSPITAL ANA NERY","7","5","71.4%","0","0"
"03/05/2020 10:37","2248204","SANTA CASA DE SAO GABRIEL","12","8","66.7%","0","0"
"03/05/2020 10:35","5433509","HOSPITAL GERAL UNIMED","0","0","-","0","0"
"03/05/2020 10:30","9728317","HOSPITAL UNIMED UNIDADE MATERNO INFANTIL","0","0","-","0","0"
"03/05/2020 10:28","3356868","HOSPITAL UNIMED CAXIAS DO SUL","20","17","85%","5","1"
"03/05/2020 10:25","2250705","HOSPITAL DE CARIDADE BOA VISTA","0","0","-","0","0"
"03/05/2020 10:24","2244209","CASA DE SAUDE SAO JOSE","0","0","-","0","0"
"03/05/2020 10:23","2707993","HOSPITAL DE CARIDADE DE ALECRIM","0","0","-","0","0"
"03/05/2020 10:21","2235323","HOSPITAL DE CARIDADE PALMEIRA DAS MISSOES","0","0","-","0","0"
"03/05/2020 10:18","2250810","HOSPITAL SAO JOSE PORTO LUCENA RS","0","0","-","0","0"
"03/05/2020 10:13","2246929","HOSPITAL DE CLINICAS DE PASSO FUNDO","31","25","80.6%","6","0"
"03/05/2020 10:06","2261057","HOSPITAL DE CARIDADE DE IJUI","20","6","30%","0","0"
"03/05/2020 10:02","2263831","ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO","0","0","-","0","0"
"03/05/2020 10:02","2252023","HOSPITAL DE CARIDADE SANTANA BOM RETIRO DO SUL","0","0","-","0","0"
"03/05/2020 10:01","2248190","SANTA CASA DE URUGUAIANA","16","8","50%","0","0"
"03/05/2020 09:56","2245663","HOSPITAL SAO VICENTE DE PAULO","10","7","70%","0","0"
"03/05/2020 09:54","2246988","HOSPITAL SAO VICENTE DE PAULO","52","46","88.5%","9","6"
"03/05/2020 09:52","2262002","HOSPITAL SAO LUIZ","10","0","0%","0","0"
"03/05/2020 09:44","3506959","HOSPITAL UNIMED","6","1","16.7%","0","0"
"03/05/2020 09:43","2246740","HOSPITAL SANTO ANTONIO","0","0","-","0","0"
"03/05/2020 09:41","2223597","HOSPITAL SAUDE","10","6","60%","0","2"
"03/05/2020 09:40","5223962","INSTITUTO DE CARDIOLOGIA HOSPITAL VIAMAO","15","14","93.3%","0","1"
"03/05/2020 09:38","3819590","HOSPITAL SAO PAULO","0","0","-","0","0"
"03/05/2020 09:38","2227959","HOSPITAL UNIMED VALE DO CAI","9","3","33.3%","0","0"
"03/05/2020 09:31","2223570","HOSPITAL DO CIRCULO","18","7","38.9%","0","0"
"03/05/2020 09:26","2253054","SANTA CASA DE MISERICORDIA DE PELOTAS","17","14","82.4%","0","0"
"03/05/2020 09:24","2234467","UNIDADE MISTA HOSPITAL PARAISO","0","0","-","0","0"
"03/05/2020 09:20","6131913","HOSPITAL UNIMED","0","0","-","0","0"
"03/05/2020 09:19","2232146","FUNDACAO DE SAUDE PUBLICA DE NOVO HAMBURGO FSNH","10","10","100%","2","0"
"03/05/2020 09:13","2249510","HOSPITAL SAO ROQUE DE GETULIO VARGAS","0","0","-","0","0"
"03/05/2020 09:08","5729297","CAMS","0","0","-","0","0"
"03/05/2020 09:05","2252198","HOSPITAL SAO JOSE ARROIO DO MEIO","0","0","-","0","0"
"03/05/2020 09:04","2252260","HOSPITAL ESTRELA","10","6","60%","2","1"
"03/05/2020 08:58","2232103","HOSPITAL PADRE JEREMIAS","0","0","-","0","0"
"03/05/2020 08:46","2248239","HOSPITAL AUXILIADORA","8","4","50%","0","0"
"03/05/2020 08:44","2244365","HOSPITAL DA BASE AEREA","0","0","-","0","0"
"03/05/2020 08:33","6011926","HOSPITAL DE BOM JESUS","0","0","-","0","0"
"03/05/2020 08:28","2260050","HOSPITAL NOSSA SENHORA DO ROSARIO","0","0","-","0","0"
"03/05/2020 08:17","2223562","HOSPITAL VIRVI RAMOS","10","9","90%","1","0"
"03/05/2020 08:15","5050170","HOSPITAL DR OSVALDO TEIXEIRA","0","0","-","0","0"
"03/05/2020 08:08","2250675","HOSPITAL SANTO AFONSO","0","0","-","0","0"
"03/05/2020 08:05","2254611","HOSPITAL VIDA SAUDE","10","8","80%","0","0"
"03/05/2020 07:59","2235315","HOSPITAL SANTA RITA D JABOTICABA","0","0","-","0","0"
"03/05/2020 07:58","2261081","HOSPITAL SAO FRANCISCO","0","0","-","0","0"
"03/05/2020 07:39","3017060","HOSPITAL VIDA SAUDE","10","5","50%","1","5"
"03/05/2020 07:05","2244330","HOSPITAL SANTO ANTONIO","0","0","-","0","0"
"03/05/2020 06:05","2249502","ACHA ARATIBA","0","0","-","0","0"
"03/05/2020 06:04","2707942","HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA","0","0","-","0","0"
"02/05/2020 23:21","2241072","HOSPITAL SAO JOSE","0","0","-","0","0"
"02/05/2020 21:41","2232030","FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO","8","6","75%","0","0"
"02/05/2020 21:39","2235609","HOSPITAL DE CANELA","0","0","-","0","0"
"02/05/2020 20:23","2261154","HOSPICAMPO","0","0","-","0","0"
"02/05/2020 19:42","2248220","SANTA CASA DE MISERICORDIA","10","8","80%","0","0"
"02/05/2020 18:15","2252295","SOCIEDADE PORTUGUESA DE BENEFICENCIA","20","16","80%","0","0"
"02/05/2020 17:11","6560830","FUNDACAO DR HOMERO LIMA MENEZES","0","0","-","0","0"
"02/05/2020 17:10","2234408","HOSPITAL DR HOMERO MENEZES","0","0","-","0","0"
"02/05/2020 17:09","5699525","ASSO","0","0","-","0","0"
"02/05/2020 17:08","2249618","ASSOCIACAO HOSPITALAR MARCELINENSE","0","0","-","0","0"
"02/05/2020 16:11","2247038","HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA","0","0","-","0","0"
"02/05/2020 15:15","2249499","HOSPITAL SAO ROQUE","0","0","-","0","0"
"02/05/2020 14:47","2265958","HOSPITAL DE BUTIA","0","0","-","0","0"
"02/05/2020 14:07","2234386","HOSPITAL AGUDO","0","0","-","0","0"
"02/05/2020 13:55","2252074","HOSPITAL SAO GABRIEL ARCANJO","0","0","-","0","0"
"02/05/2020 13:37","2249669","HOSPITAL UNIMED ERECHIM","0","0","-","0","0"
"02/05/2020 13:25","2227932","HOSPITAL BOM JESUS","10","5","50%","0","0"
"02/05/2020 13:11","2246961","HOSPITAL FREI CLEMENTE SOLEDADE","0","0","-","0","0"
"02/05/2020 12:54","2233428","SANTA CASA DE MISERICORDIA DE ARROIO GRANDE","0","0","-","0","0"
"02/05/2020 12:30","6424236","HCSJ HOSPITAL DE CARIDADE SAO JERONIMO","0","0","-","0","0"
"02/05/2020 11:39","2261030","HOSPITAL BOM PASTOR IJUI","0","0","-","0","0"
"02/05/2020 11:10","2238810","HOSPITAL SAO JACOB","0","0","-","0","0"
