"Últ Atualização","Cód","Hospital","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"02/05/2020 10:12","2235412","HOSPITAL DOS TRABALHADORES ATRA","0","0","-","0","0"
"02/05/2020 10:12","2232154","HOSPITAL SAPIRANGA","7","7","100%","0","0"
"02/05/2020 10:13","5223962","INSTITUTO DE CARDIOLOGIA HOSPITAL VIAMAO","15","13","86.7%","0","1"
"02/05/2020 10:13","2236354","HOSPITAL VERA CRUZ","0","0","-","0","0"
"02/05/2020 10:21","2707993","HOSPITAL DE CARIDADE DE ALECRIM","0","0","-","0","0"
"02/05/2020 10:23","2263858","HOSPITAL DE CARIDADE SAO VICENTE DE PAULO","10","10","100%","0","0"
"02/05/2020 10:26","3228630","HOSPITAL DR STICH","0","0","-","0","0"
"02/05/2020 10:29","2257564","FUNDACAO HOSPITALAR DE ROLANTE","0","0","-","0","0"
"02/05/2020 10:33","3819590","HOSPITAL SAO PAULO","0","0","-","0","0"
"02/05/2020 10:33","2259893","HOSPITAL SAO LUIZ GONZAGA","0","0","-","0","0"
"02/05/2020 10:35","2236338","HOSPITAL VALE DO SOL","0","0","-","0","0"
"02/05/2020 10:37","2246929","HOSPITAL DE CLINICAS DE PASSO FUNDO","31","25","80.6%","5","2"
"02/05/2020 10:38","2257815","HOSPITAL SAO VICENTE DE PAULO","10","4","40%","1","1"
"02/05/2020 10:42","2252228","HOSPITAL SANTA TERESINHA ENCANTADO","0","0","-","0","0"
"02/05/2020 10:48","2252244","HOSPITAL OURO BRANCO","0","0","-","0","0"
"02/05/2020 10:49","2259869","HOSPITAL DE CARIDADE SERRO AZUL","0","0","-","0","0"
"02/05/2020 10:51","2246783","HOSPITAL ROQUE GONZALES TAPERA","0","0","-","0","0"
"02/05/2020 10:51","2248190","SANTA CASA DE URUGUAIANA","16","8","50%","0","0"
"02/05/2020 10:59","2249510","HOSPITAL SAO ROQUE DE GETULIO VARGAS","0","0","-","0","0"
"02/05/2020 10:59","7151888","HOSPITAL REGIONAL UNIMED MISSOES","7","5","71.4%","1","0"
"02/05/2020 11:07","2235366","SOCIEDADE CULTURAL E BENEFICENTE SANTA ROSA DE LIMA","0","0","-","0","0"
"02/05/2020 11:09","2707969","HOSPITAL BENEFICIENTE SANTA LUZIA","10","6","60%","0","0"
"02/05/2020 11:10","2238810","HOSPITAL SAO JACOB","0","0","-","0","0"
"02/05/2020 11:11","2232049","HOSPITAL DOM JOAO BECKER","10","9","90%","0","0"
"02/05/2020 11:13","2263831","ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO","0","0","-","0","0"
"02/05/2020 11:17","2249472","HOSPITAL DE CARIDADE DE ERECHIM","8","4","50%","0","0"
"02/05/2020 11:18","2241161","HOSPITAL SAO JOAO BATISTA","0","0","-","0","0"
"02/05/2020 11:21","2255936","HOSPITAL ANA NERY","7","5","71.4%","0","0"
"02/05/2020 11:22","2707675","HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORREA JR","6","4","66.7%","0","0"
"02/05/2020 11:22","2244152","IRDESI DE JAGUARI","0","0","-","0","0"
"02/05/2020 11:25","2252694","HOSPITAL ESCOLA DA UNIVERSIDADE FEDERAL DE PELOTAS","11","6","54.5%","0","0"
"02/05/2020 11:29","2241137","HOSPITAL SAO ROQUE","0","0","-","0","0"
"02/05/2020 11:32","3913392","CENTRO HOSPITALAR SANTANENSE LTDA","0","0","-","0","0"
"02/05/2020 11:33","2254964","HOSPITAL SANTA CRUZ","10","8","80%","3","2"
"02/05/2020 11:34","2244276","HOSPITAL DE CARIDADE ASTROGILDO DE AZEVEDO","40","31","77.5%","0","3"
"02/05/2020 11:36","3141330","HOSPITAL DE PRONTOCLINICAS LTDA","9","7","77.8%","1","2"
"02/05/2020 11:36","2241021","HOSPITAL TACCHINI","30","29","96.7%","8","6"
"02/05/2020 11:39","2261030","HOSPITAL BOM PASTOR IJUI","0","0","-","0","0"
"02/05/2020 11:47","2240335","HOSPITAL SAO CARLOS","10","8","80%","1","0"
"02/05/2020 11:50","2236370","HOSPITAL SAO SEBASTIAO MARTIR","10","10","100%","2","1"
"02/05/2020 11:54","2257467","HOSPITAL DR OSWALDO DIESEL","0","0","-","0","0"
"02/05/2020 11:55","2263874","HOSPITAL MUNICIPAL SALDANHA MARINHO","0","0","-","0","0"
"02/05/2020 11:58","2248239","HOSPITAL AUXILIADORA","8","6","75%","0","1"
"02/05/2020 11:58","2250713","HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES","0","0","-","0","0"
"02/05/2020 12:00","3567664","HOSPITAL ERNESTO DORNELLES","40","33","82.5%","1","5"
"02/05/2020 12:02","2265052","HOSPITAL FEMINA","4","1","25%","0","0"
"02/05/2020 12:06","2241153","HOSPITAL ARCANJO SAO MIGUEL","10","7","70%","0","0"
"02/05/2020 12:06","6295320","AESC HOSPITAL SANTA ANA","10","5","50%","0","0"
"02/05/2020 12:06","2266474","HOSPITAL DE CARIDADE E BENEFICENCIA","10","7","70%","0","0"
"02/05/2020 12:09","2233398","IRMANDADE S CASA DE MISERICORDIA DE S V PALMAR","0","0","-","0","0"
"02/05/2020 12:13","2234467","UNIDADE MISTA HOSPITAL PARAISO","0","0","-","0","0"
"02/05/2020 12:17","7092571","HOSPITAL INDEPENDENCIA","10","5","50%","0","0"
"02/05/2020 12:20","2259877","HOSPITAL SAO MIGUEL ARCANJO","0","0","-","0","0"
"02/05/2020 12:20","2237261","HOSPITAL BENEFICENCIA PORTUGUESA","10","0","0%","0","0"
"02/05/2020 12:21","2237601","HOSPITAL DE CLINICAS","82","60","73.2%","7","4"
"02/05/2020 12:23","2232073","HOSPITAL DE CAMPO BOM DR LAURO REUS","10","8","80%","0","0"
"02/05/2020 12:23","2245663","HOSPITAL SAO VICENTE DE PAULO","10","8","80%","0","0"
"02/05/2020 12:27","2246988","HOSPITAL SAO VICENTE DE PAULO","52","46","88.5%","8","7"
"02/05/2020 12:27","2237849","INSTITUTO DE CARDIOLOGIA","51","23","45.1%","0","0"
"02/05/2020 12:30","6424236","HCSJ HOSPITAL DE CARIDADE SAO JERONIMO","0","0","-","0","0"
"02/05/2020 12:31","2707918","FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM","16","10","62.5%","2","1"
"02/05/2020 12:32","2259907","HOSPITAL SANTO ANGELO","10","6","60%","0","0"
"02/05/2020 12:37","2252058","HOSP DR ANUAR ELIAS AESSE BOQUEIRAO DO LEAO","0","0","-","0","0"
"02/05/2020 12:39","2234475","HOSPITAL SAO JOAO EVANGELISTA","0","0","-","0","0"
"02/05/2020 12:43","2259931","HOSPITAL SANTA TERESA GUARANI DAS MISSOES","0","0","-","0","0"
"02/05/2020 12:43","2778718","HPS","20","19","95%","0","0"
"02/05/2020 12:49","2237598","HOSPITAL DIVINA PROVIDENCIA","12","10","83.3%","1","0"
"02/05/2020 12:54","2232057","HOSPITAL REGINA NOVO HAMBURGO","17","12","70.6%","0","1"
"02/05/2020 12:54","2233428","SANTA CASA DE MISERICORDIA DE ARROIO GRANDE","0","0","-","0","0"
"02/05/2020 12:56","2234416","HOSPITAL DE CARIDADE DR VICTOR LANG","0","0","-","0","0"
"02/05/2020 12:57","2707942","HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA","0","0","-","0","0"
"02/05/2020 12:57","2693801","ASSOCIACAO HOSPITALAR VILA NOVA","20","18","90%","0","0"
"02/05/2020 13:00","2250837","HOSPITAL SAO VICENTE DE PAULO","6","6","100%","0","0"
"02/05/2020 13:01","9575936","HOSPITAL REGIONAL DE SANTA MARIA","10","0","0%","0","0"
"02/05/2020 13:01","2793237","ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO","0","0","-","0","0"
"02/05/2020 13:02","3007847","HOSPITAL MAE DE DEUS","50","35","70%","1","4"
"02/05/2020 13:02","2223538","HOSPITAL GERAL","10","5","50%","0","1"
"02/05/2020 13:04","5433509","HOSPITAL GERAL UNIMED","0","0","-","0","0"
"02/05/2020 13:06","2259974","HOSPITAL SANTO ANTONIO ROQUE GONZALES","0","0","-","0","0"
"02/05/2020 13:09","2257645","HOSPITAL SAO PEDRO","0","0","-","0","0"
"02/05/2020 13:11","2246961","HOSPITAL FREI CLEMENTE SOLEDADE","0","0","-","0","0"
"02/05/2020 13:12","2252112","HOSPITAL SAO JOAO BATISTA NOVA BRESCIA","0","0","-","0","0"
"02/05/2020 13:24","3006522","HOSPITAL MOINHOS DE VENTO","56","50","89.3%","9","11"
"02/05/2020 13:25","2227932","HOSPITAL BOM JESUS","10","5","50%","0","0"
"02/05/2020 13:27","5384117","HOSPITAL SANTO ANTONIO TENENTE PORTELA","10","6","60%","0","2"
"02/05/2020 13:30","2241072","HOSPITAL SAO JOSE","0","0","-","0","0"
"02/05/2020 13:33","2228726","HOSPITAL CARIDADE TRES PASSOS","10","7","70%","0","1"
"02/05/2020 13:34","2250829","HOSPITAL DE CARIDADE DE SANTO CRISTO","0","0","-","0","0"
"02/05/2020 13:37","7513151","HOSPITAL RESTINGA E EXTREMO SUL","10","8","80%","0","0"
"02/05/2020 13:37","2249669","HOSPITAL UNIMED ERECHIM","0","0","-","0","0"
"02/05/2020 13:39","2237822","HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS","0","0","-","0","0"
"02/05/2020 13:41","2265893","HOSPITAL ADESCO","0","0","-","0","0"
"02/05/2020 13:42","2249545","HOSPITAL SANTA ISABEL","0","0","-","0","0"
"02/05/2020 13:42","2265060","HOSPITAL CRISTO REDENTOR","47","27","57.4%","0","0"
"02/05/2020 13:43","2261065","HOSPITAL BOM PASTOR","0","0","-","0","0"
"02/05/2020 13:44","2241145","HOSPITAL FATIMA","0","0","-","0","0"
"02/05/2020 13:46","2262568","HOSPITAL SAO LUCAS DA PUCRS","59","38","64.4%","2","3"
"02/05/2020 13:55","2252074","HOSPITAL SAO GABRIEL ARCANJO","0","0","-","0","0"
"02/05/2020 13:58","2244306","HUSM HOSPITAL UNIVERSITARIO DE SANTA MARIA","14","14","100%","2","2"
"02/05/2020 13:58","2235420","ASSOCIACAO HOSPITALAR DE RONDA ALTA","0","0","-","0","0"
"02/05/2020 14:00","6014194","HOSPITAL MUNICIPAL SCHLATER","0","0","-","0","0"
"02/05/2020 14:01","5922216","HOSPITAL CASA DE SAUDE","0","0","-","0","0"
"02/05/2020 14:03","5395674","HOSPITAL ANNES DIAS","0","0","-","0","0"
"02/05/2020 14:07","2234386","HOSPITAL AGUDO","0","0","-","0","0"
"02/05/2020 14:08","3213943","HOSPITAL UNIMED","7","7","100%","2","1"
"02/05/2020 14:09","2223546","HOSPITAL POMPEIA","30","25","83.3%","2","6"
"02/05/2020 14:13","2233371","CENTRO DE SAUDE SAO JOAO DA RESERVA","0","0","-","0","0"
"02/05/2020 14:15","2247046","HOSPITAL SANTA TEREZINHA PAIM FILHO","0","0","-","0","0"
"02/05/2020 14:16","2233347","HOSPITAL DE CARIDADE NOSSA SENHORA DA CONCEICAO PIRATINI","0","0","-","0","0"
"02/05/2020 14:27","2252082","HOSPITAL SANTA ISABEL PROGRESSO","0","0","-","0","0"
"02/05/2020 14:29","2253054","SANTA CASA DE MISERICORDIA DE PELOTAS","17","14","82.4%","0","0"
"02/05/2020 14:32","2228610","HOSPITAL PIO XII SEBERI","0","0","-","0","0"
"02/05/2020 14:44","2232146","FUNDACAO DE SAUDE PUBLICA DE NOVO HAMBURGO FSNH","10","10","100%","2","0"
"02/05/2020 14:47","2265958","HOSPITAL DE BUTIA","0","0","-","0","0"
"02/05/2020 14:52","2224607","HOSPITAL SAO JOSE","0","0","-","0","0"
"02/05/2020 14:56","2792974","HOSPITAL REGIONAL DO VALE DO RIO PARDO","0","0","-","0","0"
"02/05/2020 14:59","2246996","HOSPITAL MUNICIPAL PASSO FUNDO","0","0","-","0","0"
"02/05/2020 15:05","2235404","HOSPITAL COMUNITARIO SARANDI","0","0","-","0","0"
"02/05/2020 15:06","2228548","HOSPITAL S ROQUE CAICARA","0","0","-","0","0"
"02/05/2020 15:15","2249499","HOSPITAL SAO ROQUE","0","0","-","0","0"
"02/05/2020 15:25","2246872","HOSPITAL SANTA LUCIA CASCA","0","0","-","0","0"
"02/05/2020 15:32","2232162","FUNDACAO HOSPITALAR DE SAPUCAIA DO SUL","13","9","69.2%","0","0"
"02/05/2020 15:37","2233436","HOSPITAL NOSSA SENHORA DA GLORIA","0","0","-","0","0"
"02/05/2020 15:40","5395194","PRONTOMED CTI CENTRO DE TRATAMENTO INTENSIVO LTDA","6","2","33.3%","0","1"
"02/05/2020 15:43","2261987","SANTA CASA DE CARIDADE DE BAGE","25","11","44%","0","0"
"02/05/2020 15:45","2244101","HOSPITAL DE CARIDADE SAO ROQUE","0","0","-","0","0"
"02/05/2020 15:48","2252163","HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA","0","0","-","0","0"
"02/05/2020 15:54","2261111","HOSPITAL DE CONDOR","0","0","-","0","0"
"02/05/2020 15:56","9309470","HOSPITAL PADRE CATELLI","0","0","-","0","0"
"02/05/2020 15:58","2252171","HOSPITAL DOUTOR OSCAR BENEVOLO","0","0","-","0","0"
"02/05/2020 16:06","2232189","HOSPITAL SAO JOSE IVOTI","0","0","-","0","0"
"02/05/2020 16:11","2227673","HOSPITAL DE CARIDADE SANTA RITA","0","0","-","0","0"
"02/05/2020 16:11","2247038","HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA","0","0","-","0","0"
"02/05/2020 16:16","2237571","HOSPITAL NOSSA SENHORA DA CONCEICAO SA","69","53","76.8%","9","5"
"02/05/2020 16:16","2232022","HOSPITAL CENTENARIO","10","8","80%","0","2"
"02/05/2020 16:21","2253690","CLINICANP","5","1","20%","0","0"
"02/05/2020 16:22","2257556","HOSPITAL MONTENEGRO","10","5","50%","0","1"
"02/05/2020 16:24","2241048","HOSPITAL NOSSA SENHORA DA OLIVEIRA","10","6","60%","0","0"
"02/05/2020 16:30","2237253","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE","87","76","87.4%","0","1"
"02/05/2020 16:40","2246767","HOSPITAL SAO JOAO SANANDUVA","0","0","-","0","0"
"02/05/2020 16:41","2261057","HOSPITAL DE CARIDADE DE IJUI","20","9","45%","0","0"
"02/05/2020 16:43","2246937","HOSPITAL SAO JOSE DAVID CANABARRO","0","0","-","0","0"
"02/05/2020 16:53","2246791","HOSPITAL SAO JOSE","0","0","-","0","0"
"02/05/2020 16:55","2227681","HOSPITAL SAO SALVADOR","0","0","-","0","0"
"02/05/2020 17:01","2246910","HOSPITAL ALTO JACUI NAO ME TOQUE","0","0","-","0","0"
"02/05/2020 17:04","2241013","HOSPITAL DE CARIDADE SAO ROQUE","0","0","-","0","0"
"02/05/2020 17:08","2249618","ASSOCIACAO HOSPITALAR MARCELINENSE","0","0","-","0","0"
"02/05/2020 17:09","5699525","ASSO","0","0","-","0","0"
"02/05/2020 17:10","2234408","HOSPITAL DR HOMERO MENEZES","0","0","-","0","0"
"02/05/2020 17:11","6560830","FUNDACAO DR HOMERO LIMA MENEZES","0","0","-","0","0"
"02/05/2020 17:13","2252341","HOSPITAL MIGUEL PILTCHER","6","4","66.7%","0","0"
"02/05/2020 17:20","2707608","HOSPITAL DE CARIDADE DE SAO MARTINHO","0","0","-","0","0"
"02/05/2020 17:23","2224615","HOSPITAL SAO LUIZ","0","0","-","0","0"
"02/05/2020 17:39","2228564","HOSPITAL NOSSA SENHORA","0","0","-","0","0"
"02/05/2020 17:44","2252287","HOSPITAL BRUNO BORN","26","22","84.6%","11","1"
"02/05/2020 17:50","2248328","SANTA CASA DE ALEGRETE","8","8","100%","0","0"
"02/05/2020 17:59","2246740","HOSPITAL SANTO ANTONIO","0","0","-","0","0"
"02/05/2020 18:03","2236362","HOSPITAL CANDELARIA","0","0","-","0","0"
"02/05/2020 18:05","2227762","HOSPITAL SAO FRANCISCO DE ASSIS","0","0","-","0","0"
"02/05/2020 18:15","2252295","SOCIEDADE PORTUGUESA DE BENEFICENCIA","20","16","80%","0","0"
"02/05/2020 18:18","3508528","HOSPITAL UNIVERSITARIO","40","16","40%","4","0"
"02/05/2020 18:18","2262274","HOSPITAL COMUNITARIO DE CARAZINHO","7","7","100%","0","0"
"02/05/2020 18:20","2232995","SANTA CASA DO RIO GRANDE","30","21","70%","0","3"
"02/05/2020 18:24","2253046","UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA","20","17","85%","0","0"
"02/05/2020 18:31","9528792","HOSPITAL DE CHARQUEADAS","0","0","-","0","0"
"02/05/2020 18:35","2252139","HOSPITAL BENEFICENTE LEONILDA BRUNET","0","0","-","0","0"
"02/05/2020 18:48","2263823","HOSPITAL SANTA LUCIA LTDA","12","3","25%","0","0"
"02/05/2020 18:49","2244322","HOSPITAL SANTO ANTONIO","0","0","-","0","0"
"02/05/2020 18:55","2707977","HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZI","0","0","-","0","0"
"02/05/2020 18:56","2260069","HOSPITAL SAO JOSE","0","0","-","0","0"
"02/05/2020 18:56","2228602","HOSPITAL DIVINA PROVIDENCIA FREDWEST","10","4","40%","1","0"
"02/05/2020 19:14","2228734","HOSPITAL SAO JOSE RODEIO BONITO","0","0","-","0","0"
"02/05/2020 19:15","2241102","HOSPITAL NOVA PETROPOLIS","0","0","-","0","0"
"02/05/2020 19:20","2257548","HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA","0","0","-","0","0"
"02/05/2020 19:22","2232928","HOSPITAL DE CARIDADE DE CANGUCU","0","0","-","0","0"
"02/05/2020 19:27","2232170","HOSPITAL DE PORTAO","0","0","-","0","0"
"02/05/2020 19:40","2228580","HOSPITAL SANTA TEREZINHA PALMITINHO","0","0","-","0","0"
"02/05/2020 19:42","2248220","SANTA CASA DE MISERICORDIA","10","8","80%","0","0"
"02/05/2020 19:43","2244136","HOSPITAL DE SAO VICENTE DO SUL","0","0","-","0","0"
"02/05/2020 19:44","2235382","ASSOC HOSP SANTO ANTONIO DE PADUA","0","0","-","0","0"
"02/05/2020 19:45","2262010","HOSPITAL DA COLONIA NOVA","0","0","-","0","0"
"02/05/2020 20:02","2244144","HOSPITAL DA BRIGADA MILITAR DE SANTA MARIA","0","0","-","0","0"
"02/05/2020 20:09","2235447","HOSPITAL PADRE EUGENIO","0","0","-","0","0"
"02/05/2020 20:09","2254611","HOSPITAL VIDA SAUDE","10","6","60%","0","0"
"02/05/2020 20:14","2708000","HOSPITAL DE CARIDADE DE CRISSIUMAL","0","0","-","0","0"
"02/05/2020 20:23","2261154","HOSPICAMPO","0","0","-","0","0"
"02/05/2020 20:26","5230241","ACONSEL","0","0","-","0","0"
"02/05/2020 20:29","2793008","HOSPITAL TRAMANDAI","10","11","110%","0","1"
"02/05/2020 20:38","2227770","HOSPITAL SAO FRANCISCO DE PAULA","0","0","-","0","0"
"02/05/2020 21:08","5026253","HOSPITAL PORTO ALEGRE","17","7","41.2%","1","3"
"02/05/2020 21:13","2244233","HOSPITAL DE CARIDADE SAO FRANCISCO","0","0","-","0","0"
"02/05/2020 21:13","3626245","HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN","10","8","80%","0","0"
"02/05/2020 21:39","2235609","HOSPITAL DE CANELA","0","0","-","0","0"
"02/05/2020 21:41","2232030","FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO","8","6","75%","0","0"
"13/04/2020 10:40","2250772","HOSPITAL OSWALDO CRUZ","0","0","-","0","0"
"28/04/2020 09:41","2244187","HOSPITAL DE MATA","0","0","-","0","0"
"28/04/2020 12:22","2241218","HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA","0","0","-","0","0"
"28/04/2020 12:39","2237156","HBMPA","20","4","20%","1","0"
"28/04/2020 18:54","2263882","HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER","0","0","-","0","0"
"29/04/2020 14:23","6953689","ASDOMF","0","0","-","0","0"
"29/04/2020 16:39","2252023","HOSPITAL DE CARIDADE SANTANA BOM RETIRO DO SUL","0","0","-","0","0"
"29/04/2020 16:40","7607547","ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA","0","0","-","0","0"
"29/04/2020 16:49","2244217","HOSPITAL MUNICIPAL PEDRO CALIL","0","0","-","0","0"
"29/04/2020 16:58","9563873","HOSPITAL SAO JOSE","0","0","-","0","0"
"29/04/2020 17:05","2248247","FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI","0","0","-","0","0"
"29/04/2020 17:14","9570047","HOSPITAL BDW","2","0","0%","0","0"
"29/04/2020 17:28","2233312","SANTA CASA DE MISERIC S LOURENCO DO SUL","0","0","-","0","0"
"30/04/2020 07:13","2227665","HOSPITAL BOM PASTOR","0","0","-","0","0"
"30/04/2020 08:53","2259850","HOSPITAL ROQUE GONZALES CAIBATE","0","0","-","0","0"
"30/04/2020 08:57","2246813","HOSPITAL NOTRE DAME SAO SEBASTIAO","0","0","-","0","0"
